keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
ITEM_NAME_52,Collector Box,?????????,????,????,Caixa de Colecionador,Caja de Coleccionista,,Collector Box,????????????? ???????,Pude?ko kolekcjonera,Boîte du collectionneur,Cutia Colec?ionarului,Koleksiyon Kutusu,Caja de coleccionista
ITEM_DESC_52,Obtain every single common item,????????????????,????????,????????,Ganha um de cada item comum,Obtén todos los items comunes,,Erhalte jedes gewöhnliche Item.,????????? ???????? ??? ??????? ????????,Zdob?d? ka?dy pospolity przedmiot,Récupère tout les items Communs,Ob?ine fiecare obiect comun,Tüm yayg?n (common) e?yalar? elde etmeni sa?lar.,Obtén todos los objetos comunes
ITEM_NAME_53,Exe-tra,EXE??,????,????,Exe-tra,Exe-tra,,Exe-tra,Exe-???,Exe-tra,Exe-tra,Exe-tra,Exe-tra,Exe-tra
ITEM_DESC_53,Your EXEs gain 2 extra charge permanently,EXE??????2??????,?? EXE???? 2 ???,?? EXE???? 2 ???,Seus EXEs ganham 2 cargas extra permanentemente,Tus EXEs ganan 2 cargas extras permanentemente,,Deine EXEs erhalten dauerhaft 2 zusätzliche Ladungen.,EXE-?????? ???????? ???????? 2 ?????????????? ??????,Twoje pliki EXE zyskuj? stale 2 dodatkowe u?ycia,Tes EXE gagnent 2 charge supplémentaire de manière permanantes,Programele tale EXE primesc permanent 2 înc?rc?ri suplimentare,EXE’lerine kal?c? olarak 2 ek ?arj kazand?r?r.,Tus EXE ganan 2 cargas extras permanentemente
ITEM_NAME_54,Sunnie,???,???,???,Sunnie,Soleado,,Sunnie,????????,S?oneczko,Sunnie,Sunnie,Güne?çik,Soleado
ITEM_DESC_54,"On virus kill, plant a seed that grows into a flower after 8 seconds. The flower will then buff the cursor for 100% attack for 5 seconds before dying.",??????????????\n8????????5???????????100?????\n5????????,?????????????8???????????????100%????????5???????,?????????????8???????????????100%????????5???????,"Ao eliminar um vírus, planta uma semente que se torna uma flor em 8 segundos. A flor aumenta seu ataque em 100% durante 5 segundos antes de morrer.","Al inspeccionar un virus, planta una semilla que crecerá en una flor tras 8 segundos. Dicha flor mejorará el ataque del cursor en un 100% durante 5 segundos antes de morir",,"Beim Besiegen eines Virus wird ein Samen gepflanzt, der nach 8 Sekunden zu einer Blume wird. Diese bufft den Cursor 5 Sekunden lang um 100% Angriff.","??? ???????? ?????? ?????? ????, ?? ???????? ????? 8 ???. ????????? ??????. ?????? ????????? ?????? ?? 100% ????? ?? 5 ???., ????? ???? ???????.",Przy zabiciu wirusa zasad? nasionko z którego po 8 sekundach wyro?nie kwiatek. Kwiatek wzmacnia kursor daj?c mu 100% ataku na 5 sekund po czum umiera ,,"La uciderea unui virus, planteaz? o s?mân?? care cre?te într-o floare dup? 8 secunde. Floarea ofer? un bonus de 100% la atac cursorului timp de 5 secunde înainte de a disp?rea.","Virüs öldü?ünde bir tohum eker; 8s sonra çiçek açar ve 5s boyunca imleci %100 sald?r? ile güçlendirir, sonra solar.","Al inspeccionar un virus, planta una semilla que crecerá en una flor tras 8 segundos. Dicha flor mejorará el ataque del cursor en un 100% durante 5 segundos antes de morir"
ITEM_NAME_55,Precisive Strike,?????,????,????,Golpe Preciso,Golpe Preciso,,Präziser Schlag,?????? ????,Precyzyjne uderzenie,Attaque Précise,Lovitur? Precis?,Hassas Vuru?,Golpe preciso
ITEM_DESC_55,Critical strikes deals triple damage,???????????3?????,????????,????????,Ataques críticos dão o triplo de dano,Los ataques críticos harán el triple de daño,,Kritische Treffer verursachen dreifachen Schaden.,??????????? ????? ??????? ????????? ????,Trafienie krytyczne zadaje potrójne obra?enia,Les Coups Critiques font 3 fois plus dégats,Loviturile critice provoac? daune triple,Kritik vuru?lar üç kat hasar verir.,Los ataques críticos harán el triple de daño
ITEM_NAME_56,I'm Hooked,??,????,????,Tou Viciado,Gancho,,I’m Hooked,?? ??????,Na po?ów ,Hameçonnage,Sunt Ag??at,Sar?yo,Estoy enganchado
ITEM_DESC_56,5% chance on hit to fire hooks to drag a nearby virus to your position,??????5??????????????\n????????????????????,???5%??????????????????,???5%??????????????????,"A cada acerto, chance de 5% de atirar ganchos que puxam vírus inimigo para perto",5% de probabilidad al golpear de lanzar un gancho al virus más cercano para que lo atraiga a tu posición,,"5% Chance, bei einem Treffer Haken abzufeuern, die einen Virus zu dir ziehen.","5% ???? ??? ????????? ????????? ?????, ????????????? ?????????? ?????? ? ???",5% szansy przy trafieniu na wystrzelenie haka który przyci?gnie do ciebie pobliskiego wirusa,5% de chance à chaque coup d'invoquer des crochets enflammés qui tire un virus vers toi,5% ?ans? la lovitur? de a lansa cârlige care trag un virus apropiat spre pozi?ia ta,Vuru?ta %5 ihtimalle kancalar f?rlatarak yak?n bir virüsü konumuna çeker.,5% de probabilidad al golpear de lanzar un gancho al virus más cercano para que lo atraiga a tu posición
ITEM_NAME_57,Charger,??????,???,???,Carregador,Cargador,,Charger,???????,?adowarka,Chargeur,Înc?rc?tor,?arj Cihaz?,Cargador
ITEM_DESC_57,Clearing a virus room restores an EXE charge,???????????????EXE??????1?????,????????????? EXE ??,????????????? EXE ??,Limpar uma sala de vírus restaura uma carga de EXE,Al inspeccionar todos los virus recarga un carga del EXE,,"Wirft eine Bombe in Richtung Cursor, die bei Treffer explodiert und 500% Schaden verursacht.£",????? ???????? ??????? ?? ??????? ??????????????? 1 ????? EXE,Wyczyszczenie pokoju z wirusami odnawia u?ycie EXE,Battre tout les virus d'une pièce te redonne une charge EXE,Cur??area unei camere de viru?i restabile?te o înc?rcare EXE,Bir virüs odas?n? temizledi?inde bir EXE ?arj? yenilenir.,Al inspeccionar todos los virus recarga un carga del EXE
ITEM_NAME_58,Cloud Caller,???????,????,????,Chama-Nuvens,Llamada a las Nubes,,Wolkenrufer,??????????? ???????,Wezwanie niebios,Appel au Cloud,Invocator de Nori,Bulut Ça??ran,Llamada a las nubes
ITEM_DESC_58,"Every 6 seconds in combat, calls down a lightning strike at the closest enemy for 700% attack",????6???????700%?????????????,????6??????????????????700%????,????6??????????????????700%????,"A cada 6 segundos em combate, invoca um raio no inimigo mais perto causando 700% de dano","Cada 6 segundos en combate, caerá un rayo al enemigo más cercano haciendo un 700% de tu ataque",,"Alle 6 Sekunden schlägt ein Blitz herab, die den nächsten Gegner für 700% deines Angriffs trifft.","?????? 6 ???. ?? ????? ??? ?? ?????????? ????? ??????? ??????, ?????? 700% ?????",Co 6 sekund w walce wzywa uderzenie pioruna na najbli?szego przeciwnika zadaj?c 700% ataku,"Toutes les 6 secondes de combat, fait tomber la foudre sur l'ennemi le plus proche pour une attaque a 700%","La fiecare 6 secunde în lupt?, invoc? un fulger asupra celui mai apropiat inamic, provocând 700% atac",Sava?ta her 6s’de en yak?n dü?mana sald?r?n?n %700’ü kadar hasar veren bir y?ld?r?m indirir.,"Cada 6 segundos en combate, caerá un rayo al enemigo más cercano haciendo un 700% de tu ataque"
ITEM_NAME_59,Virus Tether,???,????,????,Vínculo Viral,Atador de Virus,,Virenleine,???????? ??????,Uwi?zanie wirusa,Atache virale,Leg?tur? de Virus,Virüs Ba??,Atador de virus
ITEM_DESC_59,"At the start of combat, Tether to 1 nearest virus and deal 200% attack every 1 second",??????????????1??????????\n??200???????????,????????? 1 ???????? 1 ??? 200% ????,????????? 1 ???????? 1 ??? 200% ????,"No começo do combate, vincule-se ao vírus mais próximo e cause 200% de dano a cada segundo","Al comienzo del combate, átate al virus más cercano y causa un 200 % de ataque cada segundo.",,"Zu Kampfbeginn verbindet sich eine Leine mit einem Virus in deiner Nähe, das jede Sekunde 200% Schaden erleidet",? ?????? ??? ????????????? ? ?????????? ?????? ? ?????? ??????? ??????? ??? 200% ?????,Na pocz?tku walki uwi?? jednego wirusa i zadawaj mu 200% ataku co 1 sekund?,"Au début d'un combat, s'attache 1 virus proche et inflige 200% de dégats chaque secondes","La începutul luptei, te conectezi la cel mai apropiat virus ?i îi provoci 200% atac la fiecare secund?",Sava? ba?lang?c?nda en yak?n 1 virüse ba?lan?r ve her 1s’de sald?r?n?n %200’ü kadar hasar verir.,"Al comienzo del combate, átate al virus más cercano y causa un 200 % de ataque cada segundo."
ITEM_NAME_60,Last Vengeance,?????,????,????,Vingança Final,Última Venganza,,Letzte Rache,????????? ?????,Ostatnia zemsta,Dernière Vangeance,Ultima R?zbunare,Son ?ntikam,Última venganza
ITEM_DESC_60,"Falling to 1 heart will cause a 10000% damage explosion, causing this item to break",?????1?????10000?????????????????\n???????????????,????? 1 ?????? 10000% ???????????????,????? 1 ?????? 10000% ???????????????,"Ficar com 1 coração causa 10000% de dano em uma explosão, fazendo este item quebrar","Al quedarte a un único corazón, causa un 10000% de daño explosivo, tras eso este item se romperá",,"Wenn du bloß 1 Herz zur Verfügung hast, löst du eine 1000% Explosion aus. Das Item zerbricht danach.","????? ???????? ?????? ?? 1 ??????, ???????? ?????, ????????? 10000% ?????, ????? ???? ??????? ???????????",Spadni?cie do 1 serca spowoduje eksplozj? zadaj?c? 10000% obra?e? i zniszczenie tego przedmiotu,"Avoir un seul coeur causera une explosion qui inflige 10000% de dégats, causant la destruction de cet objet","Când ajungi la 1 inim?, declan?ezi o explozie de 10000% damage, distrugând acest obiect",1 Kalbe dü?tü?ünde %10000 hasar veren bir patlama yarat?r; bu e?ya k?r?l?r.,"Al quedarte a un único corazón, causa un 10000% de daño explosivo, tras eso este objeto se romperá"
ITEM_NAME_61,Power of Friendship,?????,?????,?????,Poder da Amizade,El Poder de la Amistad,,Die Kraft der Freundschaft,???? ??????,Moc przyja?ni,Le Pouvoir de l'Amitié,Puterea Prieteniei,Dostlu?un Gücü,El poder de la amistad
ITEM_DESC_61,Your damage increases by 1 attack for each ally alive,??????1????????+1,?????????????? +1 ???,?????????????? +1 ???,Seu dano aumenta em 1 ataque a cada aliado vivo,Tu daño incrementa en 1 por cada aliado vivo,,Dein Schaden steigt um +1 für jeden lebenden Verbündeten.,??????????? ????? ?? 1 ?? ??????? ?????? ????????,Twój atak zwi?ksza si? o 1 za ka?dego ?ywego sojusznika,Tes degats augmentent de 1 pour chaque allié en vie,Damage-ul t?u cre?te cu +1 atac pentru fiecare aliat în via??,Hayatta olan her müttefik ba??na sald?r?n +1 artar.,Tu daño incrementa en 1 por cada aliado vivo
ITEM_NAME_62,Heart Booster,????????,?????,?????,Amplificador de Coração,Amplificador de corazón,,Herz Booster,????????????????,Wzmacniacz serc,Boosteur de coeur,Amplificator de Inim?,Kalp Güçlendirici,Amplificador de corazón
ITEM_DESC_62,Increases max health by 1 heart and also restores 1 heart,??????1??????????1??????,????? +1??? 1 ??,????? +1??? 1 ??,Aumenta a vida máxima em 1 coração e cura 1 coração,Incrementa la vida máxima en 1 corazón y curate 1 corazón,,Erhöht die maximale Gesundheit um 1 Herz und stellt außerdem 1 Herz wieder her.,??????????? ???????????? ???????? ?? 1 ?????? ? ????????? ??????????????? 1 ??????,Zwi?ksza maksymalne zdrowie o 1 serce i odnawia 1 serce,Augmente la vie maximum de 1 coeur et régénère 1 coeur,Cre?te via?a maxim? cu 1 inim? ?i restaureaz? 1 inim?,Maksimum sa?l??? 1 Kalp art?r?r ve ayr?ca 1 Kalp iyile?tirir.,Aumenta la vida máxima en 1 corazón y cúrate 1 corazón
ITEM_NAME_63,Winning Lottery Ticket,??????,???,???,Bilhete Premiado,Ticket de Lotería (El ticket tiene premio),,Lotterie Gewinn,?????????? ?????,Zwyci?ski bon na loterii,Gagner la lotterie,Bilet de Loterie Câ?tig?tor,Kazanan Bilet,Boleto ganador de la lotería
ITEM_DESC_63,Gain 777 coins,777???????????,??777??,??777??,Ganha 777 moedas,Gana 777 monedas,,Erhalte 777 Münzen.,???????? 777 ?????,Zyskaj 777 monet,Gagne 777 pièces,Prime?ti 777 de b?nu?i,777 coin kazan?rs?n.,Gana 777 monedas
ITEM_NAME_64,Coin Bag,?????????,????,????,Saco de Moedas,Bolsa de monedas,,Münzbeutel,????? ?????,Wór monet,Sac de pièce,Pung? cu Bani,Coin Torbas?,Bolsa de monedas
ITEM_DESC_64,Gain 50 coins,50???????????,??50??,??50??,Ganha 50 moedas,Gana 50 monedas,,Erhalte 50 Münzen.,???????? 50 ?????,Zyskaj 50 monet,Gagne 50 pièces,Prime?ti 50 de monede,50 coin kazan?rs?n.,Gana 50 monedas
ITEM_NAME_65,Coin Stack,?????,????,????,Pilha de Moedas,Puñado de monedas,,Münzstapel,?????? ?????,Stosik monet,Tas de pièce,Stiv? cu Bani,Coin Deste?i,Puñado de monedas
ITEM_DESC_65,Gain 20 coins,20???????????,??20??,??20??,Ganha 20 moedas,Gana 20 monedas,,Erhalte 20 Münzen.,???????? 20 ?????,Zyskaj 20 monet,Gagne 20 pièces,Prime?ti 20 de monede,20 coin kazan?rs?n.,Gana 20 monedas
ITEM_NAME_66,Virus Arise,??????,????,????,Despertar dos Vírus,Surgimiento tras Virus,,Virus erwacht,??????????? ??????,Wirusowa nekromancja,Virus Fantômatique,Trezirea Virusului,Virüs Dirili?i,Surgimiento de virus
ITEM_DESC_66,Defeating a virus spawns a soul which chases and deal 500% contact damage to the next enemy,?????????????????\n????????????????500?????????????,????????????????????????500%????,????????????????????????500%????,Derrotar um vírus gera uma alma que persegue e causa 500% de dano de contato no próximo inimigo,"Al inspeccionar un virus, genera un alma que persigue y hace un 500% de daño al contacto al siguiente virus más cercano",,"Wenn du einen Virus besiegst, erscheint eine Seele, die dem nächsten Gegner 500% Kontakt Schaden zufügt.","????? ??????????? ?????? ?? ??? ????? ?????????? ????, ??????? ?????????? ?????????? ????? ? ??????? 500% ????? ??? ????????",Po pokonaniu wirusa jego dusza goni i zadaje 500% obra?e? przy kontakcie nast?pnemu przeciwnikowi,Vaincre un virus fait apparaitre une âme qui poursuit un ennemi et inflige 500% dégats,Învingerea unui virus creeaz? un suflet care urm?re?te ?i provoac? 500% damage de contact urm?torului inamic,Bir virüsü öldürdü?ünde bir ruh olu?ur; bu ruh sonraki dü?man? kovalar ve temas?nda %500 temas hasar? verir.,"Al inspeccionar un virus, genera un alma que persigue y hace un 500% de daño al contacto al siguiente virus más cercano"
ITEM_NAME_67,Currency Sacrifice,????????,????,????,Sacrifício Financeiro,Sacrificio de dinero,,Währung opfern,?????? ?????????,Po?wi?cenie waluty,Sacrifice Monnétaire,Sacrificiu Monetar,Para Kurban?,Sacrificio de dinero
ITEM_DESC_67,Sacrifice room takes coin instead of hearts,????????????????????????????,?????????????,?????????????,Salas de sacrifício pegam moedas ao invés de corações,La sala de sacrificios tomará monedas en vez de corazones,,Opfere Münzen anstelle von Herzen.,??????? ???????????????? ?????? ??????? ?????? ?????? ??????,Pokój po?wi?ce? zabiera monety zamiast serc,Les Sacrifices prennent des pièces au lieu de coeurs,Camera de sacrificiu î?i consum? banu?ii în loc de inimi,Kurban odalar? kalp yerine coin kabul eder.,La sala de sacrificios tomará monedas en vez de corazones
ITEM_NAME_68,Healthy Gains,????????,????,????,Ganhos Saudáveis,Ganancia saludable,,Gesunder Gewinn,???????? ???????,Zdrowy przyrost,Violence Saine,Câ?tiguri S?n?toase,Sa?l?kl? Kazanç,Ganancia saludable
ITEM_DESC_68,Attack +1. Increases attack by 1 whenever a health related mod is picked up.,???+1?\n????MOD???????\n????1?????,?? +1?????????????????????? +1?,?? +1?????????????????????? +1?,Ganha +1 de ataque. Aumenta ataque em 1 para cada mod relacionado a saúde que você pegar.,Incrementa 1 de ataque. Incrementa 1 de ataque cada vez que se recoja un mod que tenga que ver con la vida,,"Angriff +1. Erhöht den Angriff um 1, wann immer ein gesundheitsbezogenes Item aufgehoben wird.","????? +1. ????????????? ??????????? ????? ?? 1 ??? ????????? ?????? ????????????, ?????????? ?? ?????????.",Atak +1. Zwi?ksza atak o 1 przy ka?dym podniesieniu modu zwi?zanego ze zdrowiem,Attaque +1. Augmente l'attaque de 1 a chaque fois qu'on mod de santé est récupéré,Atac +1. Cre?te atacul cu 1 de fiecare dat? când este colectat un mod legat de s?n?tate.,Sald?r?y? +1 art?r?r; sa?l?kla ilgili mod al?nd???nda sald?r?n +1 artar.,Incrementa 1 de ataque. Incrementa 1 de ataque cada vez que se recoja un mod que tenga que ver con la vida
ITEM_NAME_69,Lasso Cursor.dll,???????.dll,????.dll,????.dll,Cursor de Laço.dll,Cursor de Lazo.dll,,Lasso Cursor.dll,??????-?????.dll,Kursor lasso.dll,Lasso.dll,Lasso Cursor.dll,Kement ?mleç.dll,Cursor de Lazo.dll
ITEM_DESC_69,Add Lasso playstyle. A friendly trojan deals damage,????????????????\n???????????????????,?????????????????????,?????????????????????,Ganha o estilo do Laço. Um trojan aliado causa dano,Añade los ataques del Cursor Lazo. Un amistoso troyano hará daño,,Lasso-Spielstil hinzufügen. Ein freundlicher Trojaner verursacht Schaden.,??????? ????? ?????. ??????????? ????? ????? ????????? ?? ????? ???????,Dodaj styl gry lasso. Przyjazny trojan zadaje obra?ena,Ajoute le Style de jeu du Lasso. Un Cheval de Troye Allié fait des dégâts.,Ob?ii stilul Lasso. Un troian prietenos provoac? damage,Kement oynan???n? ekler; dost bir Trojan hasar verir.,Añade los ataques del Cursor lazo. Un amistoso troyano hará daño
ITEM_NAME_70,Classic Cursor.dll,?????????.dll,DO NOT TRANSLATE,DO NOT TRANSLATE,Cursor Clássico.dll,Cursor Clásico.dll,,Klassischer Cursor.dll,???????????? ??????.dll,Klasyczny kursor.dll,Curseur Classique.dll,Classic Cursor.dll,Klasik ?mleç.dll,Cursor Clásico.dll
ITEM_DESC_70,Add Classic playstyle. Draw Loops around viruses to deal damage.,??????????????????\n?????????????????????,DO NOT TRANSLATE,DO NOT TRANSLATE,Ganha o estilo Clássico. Desenhe laços ao redor de vírus para causar dano.,Añade los ataques del Cursor Clásico. Dibuja circulos alrededor de los virus para golpearlos,," Klassischen Spielstil hinzufügen. Kreise Viren ein, um Schaden zu verursachen.","??????? ???????????? ?????. ???????? ??????, ????? ???????? ?? ????.",Dodaje klasyczny styl gry. Rysuj ko?a wokó? wirusów aby zadawa? obra?enia.,Ajoute le Style de jeu Classique. Dessine des boucles autour des virus pour faire des dégâts,Adaug? stilul de joc Classic. Deseneaz? bucle în jurul virusurilor pentru a le provoca damage.,Klasik oynan??? ekler; virüslerin etraf?nda döngüler çizerek hasar verir.,Añade los ataques del Cursor clásico. Dibuja circulos alrededor de los virus para golpearlos
ITEM_NAME_71,Click Cursor.dll,????????.dll,????.dll,????.dll,Cursor de Clique.dll,Cursor de Clicks.dll,,Klick Cursor.dll,????????? ??????.dll,Kursor klikaj?cy.dll,Cliqueur.dll,Click Cursor.dll,T?klama ?mleç.dll,Cursor de clics.dll
ITEM_DESC_71,Add Click playstyle. Click on viruses to deal damage,?????????????????\n?????????????????????,?????????????????,?????????????????,Ganha o estilo do Clique. Clique nos vírus para causar dano,Añade los ataques del Cursor de Clicks. Haz clicks en virus para hacer daño,,"Klick Spielstil hinzufügen. Klicke auf Viren, um Schaden zu verursachen.","??????? ????? ?????. ???????? ?? ???????, ????? ???????? ????",Dodaje klikaj?cy styl gry. Klikaj na wirusy aby zadawa? obra?enia.,Ajoute le Style de jeu du Cliqueur. Clique sur les ennemis pour faire des dégats,Ob?ii stilul Click. F? click pe viru?i pentru a le provoca damage,T?klama oynan???n? ekler; virüslere t?klayarak hasar ver.,Añade los ataques del Cursor de clics. Haz clics en los virus para hacer daño
ITEM_NAME_72,Selection Cursor.dll,????????.dll,????.dll,????.dll,Cursor de Seleção.dll,Cursor de Selección.dll,,Auswahl Cursor.dll,??????-??????????.dll,Kursor zaznaczaj?cy.dll,Sélectionneur.dll,Box Select Cursor.dll,Seçim ?mleç.dll,Cursor de selección.dll
ITEM_DESC_72,Add Selection playstyle. Deal damage in a box,?????????????????\n?????????????????,?????????????????,?????????????????,Ganha o estilo da Caixa de Seleção. Causa dano em uma caixa,Añade los ataques del Cursor de Selección. Causa daño periodicamente dentro de una caja,,Auswahl Spielstil hinzufügen. Schaden in einem Bereich verursachen,??????? ????? ?????????. ??????? ???? ? ???????? ????????????? ???????,Dodaje zaznaczaj?cy styl gry. Zadawaj obra?enia w pude?ku,Ajoute le Style de jeu du Sélectionneur. Fait des dégâts dans une boite,Ob?ii stilul Box Select. Provoci damage într-o zon? p?trat?,Seçim oynan???n? ekler; kutu içinde hasar verir.,Añade los ataques del Cursor de selección. Causa daño periodicamente dentro de una caja
ITEM_NAME_73,Ninja Cursor.dll,????????.dll,????.dll,????.dll,Cursor Ninja.dll,Cursor Ninja.dll,,Ninja Cursor.dll,??????-??????.dll,Kursor ninja.dll,Shonen.dll,Ninja Cursor.dll,Ninja ?mleç.dll,Cursor ninja.dll
ITEM_DESC_73,Add Ninja playstyle. Slice to deal damage,?????????????????\n??????????????,???????????????,???????????????,Ganha o estilo Ninja. Faça cortes para causar dano,Añade los ataques del Cursor Ninja. Desliza para hacer daño,,"Füge den Ninja Spielstil hinzu. Schneide, um Schaden zu verursachen.",??????? ????? ??????. ?????????? ??????? ?????????????? ???????.,Dodaje styl gry ninja. Tnij aby zadawa? obra?enia,Ajoute le style de jeu du Shonen. Découpe pour faire des dégâts,Ob?ii stilul Ninja. Taie pentru a provoca damage,Ninja oynan???n? ekler; keserek hasar ver.,Añade los ataques del Cursor ninja. Desliza para hacer daño
ITEM_NAME_74,Punch Cursor.dll,???????.dll,?????.dll,?????.dll,Cursor de Soco.dll,Cursor de Boxeo.dll,,Prügel Cursor.dll,??????? ??????.dll,Kursor pi???.dll,Uppercut.dll,Punch Cursor.dll,Yumruk ?mleç.dll,Cursor de boxeo.dll
ITEM_DESC_74,Add Punching playstyle. Punch to knock viruses to the wall to deal damage,????????????????\n?????????????????????,???????????????????????,???????????????????????,Ganha o estilo Soco. Soque para arremessar vírus na parede e causar dano,Añade los ataques del Cursor de Boxeo. Golpea para empujar virus a la pared y hacerles daño,,"Füge den Prügel Spielstil hinzu. Schlage Viren gegen die Wand, um ihnen Schaden zuzufügen.","??????? ??????? ?????. ????? ??????? ? ?????, ????? ???????? ?? ????.",Dodaje uderzaj?cy styl gry. Uderzaj aby wepchn?? wirusy w ?cian? aby zada? obra?enia,Ajoute le style de jeu de l'Uppercut. Donne des coups pour ejecter les enemmis sur les murs pour leur faire des dégats.,Ob?ii stilul Punch. Love?te viru?ii pentru a-i arunca în perete ?i a le provoca damage,Yumruk oynan???n? ekler; virüsleri duvara f?rlatarak hasar ver.,Añade los ataques del Cursor de boxeo. Golpea para empujar a los virus a la pared y hacerles daño
ITEM_NAME_75,Mechanic Cursor.dll,?????????.dll,?????.dll,?????.dll,Cursor Mecânico.dll,Cursor Mecánico.dll,,Mechanischer Cursor.dll,???????????? ??????.dll,Kursor mechaniczny.dll,Ingénieur.dll,Mechanic Cursor.dll,Mekanik ?mleç.dll,Cursor mecánico.dll
ITEM_DESC_75,Add Mechanic playstyle. Summons a turret to deal damage to viruses and click on the turret to repair it. Wrench breaks the screen,??????????????????\n???????????????????\n???????????????????????????,????????????????????????????????????,????????????????????????????????????,Ganha o estilo Mecânico. Invoque uma torreta que causa dano e clique nela para consertá-la. A chave inglesa quebra a tela,"Añade los ataques del Cursor Mecánico. Genera torretas que hacen daño, clicka las torretas para repararlas. La llave rompe la pantalla",,"Mechaniker-Spielstil hinzufügen. Beschwört einen Turm, um Viren Schaden zuzufügen, und klickt auf den Turm, um ihn zu reparieren. Der Schraubenschlüssel zerstört den Bildschirm.","??????? ???????????? ?????. ?????????? ??????, ??????????????? ???????. ???????? ?? ???, ????? ????????. ??????? ???? ?????? ?????",Dodaje mechaniczny styl gry. Przyzwij wie?yczk? aby zada? obra?enia wirusom i kliknij w wie?yczk? aby j? naprawi?. Klucz rozbija ekran,"Ajoute le style de jeu de l'Ingénieur. Fait apparaitre une tourelle qui fait des dégats aux ennemis, et clique sur la tourelle pour la réparer. La Clé Anglaise brise l'écran",Ob?ii stilul Mechanic. Invoci o turel? care atac? viru?ii ?i po?i da click pe ea pentru a o repara. Cheia sparge ecranul,Mekanik oynan???n? ekler; taret ça??r?r ve t?klayarak taretleri tamir et. ?ngiliz anahtar? ekran? k?rar.,"Añade los ataques del Cursor mecánico. Genera torretas que hacen daño, haz clic en las torretas para repararlas. La llave rompe la pantalla"
ITEM_NAME_76,Gambler Cursor.dll,??????????.dll,????.dll,????.dll,Cursor de Apostas.dll,Cursor Gambling.dll,,Glückspiel Cursor.dll,???????? ??????.dll,Kursor hazardu.dll,Grippe-Sou.dll,Gambler Cursor.dll,Kumarbaz ?mleç.dll,Cursor de apuestas.dll
ITEM_DESC_76,Add Gambler playstyle. Periodically fire coins at viruses,???????????????????\n???????????????????????????,????????????????????,????????????????????,Ganha o estilo Apostador. Periodicamente joga moedas nos vírus,Añade los ataques del Cursor Gambling. Dispara periodicamente monedas a los virus,,Glücksspiel Stil hinzufügen. In regelmäßigen Abständen Münzen auf Viren werfen.,??????? ????? ??????. ???????????? ????????? ???????? ?? ???????,Dodaje styl gry hazardu. Okresowo strzela monetami w wirusy,Ajoute je style de jeu du Grippe-Sou. Tire des Pièces sur les virus,Ob?ii stilul Gambler. Trage periodic banu?i c?tre viru?i,Kumarbaz oynan???n? ekler; periyodik olarak virüslere coin f?rlat?r.,Añade los ataques del Cursor de apuestas. Dispara periodicamente monedas a los virus
ITEM_NAME_77,Crosshair Cursor.dll,??????.dll,????.dll,????.dll,Cursor de Mira.dll,Cursor de Punto de Mira.dll,,Fadenkreuz Cursor.dll,??????-??????.dll,Kursor celownik.dll,Réticule.dll,Shooter Cursor.dll,Ni?angah ?mleç.dll,Cursor de Punto de mira.dll
ITEM_DESC_77,"Add Crosshair playstyle. Shoot the viruses at your cursor, needs time to reload",???????????????\n??????????????????????????,?????????????????????,?????????????????????,"Ganha o estilo Atirador. Atire nos vírus com seu cursor, precisa de tempo para recarregar","Añade los ataques del Cursor de Punto de Mira. Dispara a los virus con tu cursor, necesita tiempo para recargar",,"Füge den Spielstil „Fadenkreuz“ hinzu. Schieße auf die Viren an deinem Cursor, das Nachladen dauert etwas.",??????? ????? ???????. ????????? ?? ???????; ?? ??????????? ????????? ?????,Dodaje styl gry celownika. Strzelaj w wirusy na twoim kursorze. Potrzebuje czasu aby prze?adowa?,"Ajoute je style de jeu du Réticule. Tire sur les virus avec le curseur, a besoin de temps pour recharger","Ob?ii stilul Shooter. Trage în viru?ii de la cursor, necesit? timp de reînc?rcare",Ni?angah oynan???n? ekler; imleçteki hedefe mermi f?rlat?r; yeniden yükleme gerekir.,"Añade los ataques del Cursor de punto de mira. Dispara a los virus con tu cursor, necesita tiempo para recargar"
ITEM_NAME_78,Identifying Cursor.dll,??????.dll,DO NOT TRANSLATE,DO NOT TRANSLATE,Cursor de Identificação.dll,Cursor de Identificación.dll,,Identifizier Cursor.dll,??????-?????????????.dll,Kursor identyfikuj?cy.dll,Scruteur.dll,DO NOT TRANSLATE,Tan?mlay?c? ?mleç.dll,Cursor de identificación.dll
ITEM_DESC_78,Add Identifying playstyle. Draw Loops around viruses to deal damage.,???????????????\n?????????????????????,DO NOT TRANSLATE,DO NOT TRANSLATE,Ganha o estilo Identificador. Desenhe laços ao redor de vírus para causar dano.,Añade los ataques del Cursor de Identificación. Dibuja circulos alrededor de los virus para golpearlos,,"Identifizieren Spielstil hinzufügen. Zeichne Schleifen um Viren, um Schaden zu verursachen.","????? ????? ??????????????. ???????? ??????, ????? ???????? ????.",Dodaje identyfikuj?cy styl gry. Rysuj ko?a wokó? wirusów aby zadawa? obra?enia.,Ajoute le style de jeu du Scruteur. Dessine des boucles autour des virus pour faire des dégâts,DO NOT TRANSLATE,Tan?mlay?c? oynan???n? ekler; virüslerin etraf?nda döngüler çizerek hasar verir.,Añade los ataques del Cursor de identificación. Dibuja circulos alrededor de los virus para golpearlos
