keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
VIRUS_DESC_19,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,????????????????????????????????????????????????????????????????,???????????????????????????????????????????????????????????????????????????????????????,???????????????????????????????????????????????????????????????????????????????????????,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR…,BRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
VIRUS_NAME_20,Virus20_Allaple,????20_Allaple,??20_????,??20_????,Vírus20_Allaple,Virus20_Allaple,,Virus20_Allaple,?????20_Allaple,Wirus20_Allaple,Virus20_Allaple,Virus20_Allaple,Virus20_Allaple,Virus20_Allaple
VIRUS_DESC_20,Gotta go faster! MORE RPM! CMON YOU CAN DO IT! ONE MORE SET!,??????CPU????????\n??????????????????,????????????????????????????????????????????,??????????????????????????????????????????,"Tem que acelerar! MAIS RPM! BORA, VOCÊ CONSEGUE! MAIS UM SET!","¡Debes ir más rápido! ¡Vamos, más pulsaciones por minuto! ¡Vamos, tu puedes hacerlo! ¡Solo un set más!",,"Schneller! Mehr Drehzahl! LOS, DU SCHAFFST DAS! NOCH EINE RUNDE!!",???????! ????? ?????? ????????! ?? ?? ?? ???????! ??? ???? ??????!,Sybciej! WI?CEJ OBR./MIN! DAJESZ UDA CI SI?! JESZCZE JEDNA SERIA!,Plus vite ! PLUS DE TPM! VAZY TU PEUX LE FAIRE ! ENCORE UN TOUR!,Trebuie s? mergem mai repede! MAI MULT RPM! HAI C? PO?I! ÎNC? UN SET!,"Daha h?zl? git! DAHA FAZLA RPM! HAYD?, YAPAB?L?RS?N! B?R TUR DAHA!","¡Debes ir más rápido! ¡Vamos, más pulsaciones por minuto! ¡Vamos, puedes hacerlo! ¡Solo un set más!"
VIRUS_NAME_21,Virus21_iSpy,????21_iSpy,??21_??,??21_??,Vírus21_iSpy,Virus21_iespía,,Virus21_iSpy,?????21_iSpy,Wirus21_iSpy,Virus21_iSpy,Virus21_iSpy,Virus21_iSpy,Virus21_espíacibernético
VIRUS_DESC_21,Sometimes you should hide your webcam... because I spy with my little eye.,Web??????????????????…\n??????????????????????,?????????????????????,???????????????????,As vezes você deve esconder sua webcam... porque meu olhinho é um espiãozinho.,A veces debes ocultar la webcam... Porque espio con mi pequeño ojo,,"Manchmal solltest du deine Webcam lieber verdecken… denn ich sehe was, was du nicht siehst…",?????? ??? ?? ????? ???????? ???-??????... ???? ? ??? ???? ??????.,Czasem powiniene? chowa? swoj? kamerk?... Poniewa? spzieguj? moim ma?ym oczkiem.,Il faudrait parfois cacher votre webcam.. car je peux tout voir,Uneori ar trebui s?-?i ascunzi camera web... pentru c? te spionez cu ochiul meu mic.,Bazen webcam'ini kapatmal?s?n... çünkü küçük gözümle gözetliyorum.,A veces debes ocultar la cámara... Porque yo espío con mi pequeño ojo.
VIRUS_NAME_22,Virus22_Pegasus,????22_????,??22_??,??22_??,Vírus22_Pegasus,Virus22_PegaSUS,,Virus22_Pegasus,?????22_Pegasus,Wirus22_Pegasus,Virus22_Pégase,Virus22_Pegasus,Virus22_Pegasus,Virus22_Pegaso
VIRUS_DESC_22,Remember when you said you hate the horses? Now you got Trojan on steroids,????????????…\n????????????????????????,????????????????????,????????????——?????,Lembra quando você disse que odiava cavalos? Agora você tem um Trojan com esteróides,¿Te acuerdas cuando dijistes que odiabas a los caballos? Ahora tienes Trojanos con esteroides,,"Erinnerst du dich, als du meintest du hasst Trojaner? Jetzt hast du ihn, bloß auf Steroiden.","???????, ?? ???????, ??? ?????????? ???????? ??????????, ?????? ? ???? ????? ?? ?????????.","Pamietasz jak mówi?e?, ?e nienawidzisz koni? Przygotuj si? na trojany na sterydach",Tu disait que tu détestais les chevaux hein ? Bah maintenant t'a un cheval de troyes sous stéroides.,?ii minte când ai spus c? ur??ti caii? Acum ai un troian pe steroizi.,Atlardan nefret etti?ini söyledi?ini hat?rl?yor musun? ?imdi kar??nda steroidli bir Truva At? var.,¿Te acuerdas cuando dijiste que odiabas a los caballos? Ahora tienes Trojanos con esteroides.
VIRUS_NAME_23,Virus23_Lockbit,????23_??????,??23_??,??23_??,Vírus23_Lockbit,Virus23_LockBit,,Virus23_Lockbit,?????23_Lockbit,Wirus23_Lockbit,Virus23_Lockbit,Virus23_Lockbit,Virus23_Lockbit,Virus23_LockBit
VIRUS_DESC_23,"Your coins are locked? Bro, you haven’t lost if you don’t sell",???????????\n“?????????????”???????????,???????????????????????????,????????????????????????????,"Suas moedas estão travadas? Cara, só é loss se você vender","¿Están tus monedas bloqueadas? Bro, no has perdido si no vendes",,"Deine Türen sind verriegelt? Bro, du hast noch nicht verloren…solange du nicht verkaufst.","?????? ?????????? ???, ?????????? – ?? ?? ????????, ???? ?? ??????.","Twoje monety zosta?y zablokowane? Batku, nic nie straci?e? je?eli nic nie sprzeda?e?","Ton portefeuille est bloqué ? Bro, Tu n'as rien perdu tans que tu n'as rien vendu","?i s-au blocat monedele? Frate, n-ai pierdut dac? nu vinzi.","Coinlerin kilitlendi mi? Dostum, satmazsan kaybetmi? say?lmazs?n.","¿Están tus monedas bloqueadas? Amigo, no has perdido si no vendes."
VIRUS_NAME_24,Virus24_Rootkit,????24_??????,??24_??,??24_??,Vírus24_Rootkit,Virus24_Rootkit,,Virus24_Rootkit,?????24_??????,Wirus24_Rootkit,Virus24_Rootkit,Virus24_Rootkit,Virus24_Rootkit,Virus24_Rootkit
VIRUS_DESC_24,Domain Compression: Infinite Void,????????????,?????????,??????????,Compressão de domínio: Vazio infinito,Expansión de Dominio: Vacío Infinito,,Kompression: Unendliche Leere,?????????? ??????: ??????????? ???????,Kompresja domeny: Niesko?czona otch?a?,Domain Compression: Infinite Void,Compresie de domeniu: Vid infinit,Alan S?k??t?rma: Sonsuz Bo?luk,Expansión de dominio: Vacío infinito
VIRUS_NAME_25,Virus25_Cukoo,????25_????,??25_???,??25_???,Vírus25_Cukoo,Virus25_Cukoo,,Virus25_Cukoo,?????25_??-??,Wirus25_Cuckoo,Virus25_Cukoo,Virus25_Cukoo,Virus25_Cukoo,Virus25_Cukoo
VIRUS_DESC_25,This system is now a protected nesting site. Deleting it violates the Migratory Bird Treaty Act (probably).,???????????\n???????????????????????????\n???????,???????????????????????????????,????????????????????????????????,O sistema agora é um ninho sob proteção. Deletá-lo violaria o Tratado Migratório de Byrds (provavelmente).,Este sistema es ahora un nido protegido. Su eliminación viola la Ley del Tratado de Aves Migratorias. (probablemente),,Dieses System ist jetzt ein geschützter Brutplatz. Das Löschen verstößt (wahrscheinlich) gegen das Zugvogel-Schutzgesetz.,??? ??????? – ?????? ?????????? ????? ???????????. ???????? ???????? ??????? ? ?????????? ?????? (????? ???).,Ten system jest chronionym miejscem l?gowym. Usuni?cie go narusza ustawe traktatu o ptakach w?drownych (prawdopodobnie) ,Ce système est à présent un lieu de nidification protégé. Le supprimer viole le Traité de Loi des Oiseaux Migratoires (probablement).,Acest sistem este acum un loc de cuib?rit protejat. ?tergerea lui încalc? Legea Privind P?s?rile Migratoare (probabil).,Bu sistem art?k korunan bir yuva alan?. Silinmesi Göçmen Ku? Sözle?mesi'ni ihlal eder (muhtemelen).,Este sistema es ahora un nido protegido. Su eliminación viola la Ley del Tratado de aves migratorias (probablemente).
VIRUS_NAME_26,Virus26_Nimda,????26_Nimda,??26_????,??26_????,Vírus26_Nimda,Virus26_Nimda,,Virus26_Nimda,?????26_Nimda,Wirus26_Nimda,Virus26_Nimda,Virus26_Nimda,Virus26_Nimda,Virus26_Nimda
VIRUS_DESC_26,Well I shouldn't have let my monke play too much 'Orange Myth Wukong' - Anon,??????????…\n?????????,“???????????????????????????????????????????????”-???,??????????????????????????????????????????????——????,Eu não devia ter deixado meu macaco jogar 'Orange Myth Wukong' - Anon,"Bueno, no debería haber dejado a mi mono jugar tanto a  'Orange Myth Wukong' - Anónimo",,"Hätte meinen Affen wohl nicht zu viel ,,Orange Myth Wukong’’ spielen lassen sollen. -Anon","??, ?? ?????? ?????? ????? ???????? ??????? ?????? ? «Orange Myth: Wukong» - ??????","No, nie powinienem dawa? mojej ma?pce gra? zbyt du?o w 'Orange Myth Wukong' - Anon",Je crois que j'ai trop laissé mon singe jouer a 'Orange Myth Wukong' - Anon,Poate n-ar fi trebuit s? las maimu?a mea s? joace prea mult „Orange Myth Wukong” - Anon,Ke?ke maymunumun bu kadar 'Orange Myth Wukong' oynamas?na izin vermeseydim. — Anon,"Bueno, no debería haber dejado a mi mono jugar tanto a «Orange Myth Wukong» - Anónimo"
VIRUS_NAME_27,Virus27_Mirai,????27_???,??27_??,??27_??,Vírus27_Mirai,Virus27_Mirai,,Virus27_Mirai,?????27_Mirai,Wirus27_Mirai,Virus27_Mirai,Virus27_Mirai,Virus27_Mirai,Virus27_Mirai
VIRUS_DESC_27,"Knock knock.. Who's there?.. It's me, I've always been here.",????…???????…“???”???\n??????????????,?????????,?????????,"Toc toc... quem é?.. Sou eu, eu sempre estive aqui.","Knock knock.. ¿Quién es? Soy yo, siempre he estado aquí",,Klopf klopf… Wer ist da?… Ich. Ich war schon immer hier.,???-???... ??? ????.. ??? ?. ? ?????? ??? ?????.,"Puk puk... Kto tam?... To ja, zawsze tu b?em. ",Toc toc toc.. Qui est là ?.. C'est moi. Je suis là... depuis le début.,"Cioc, cioc... Cine e acolo?.. Eu sunt, am fost mereu aici.","T?k t?k... Kim o?.. Benim, hep buradayd?m.","Toc, toc.. ¿Quién es? Soy yo, siempre he estado aquí."
VIRUS_NAME_28,Virus28_Sasser,????28_????,??28_???,??28_???,Vírus28_Sasser,Virus28_Sasser,,Virus28_Sasser,?????28_Sasser,Wirus28_Sasser,Virus28_Sasser,Virus28_Sasser,Virus28_Sasser,Virus28_Sasser
VIRUS_DESC_28,He doesn't care. He's just here to play the sax with sass.,????????????????\n?????????????,????????????????????,????????????????????,Ele não liga. Só veio tocar sax com estilo.,No le importa nada. Solo está aquí para tocar el saxo con descaro.,,"Ihm ist alles Schnurzpiepegal. Er ist nur hier, um mit Stil Saxophon zu spielen.",??? ?? ??? ???????. ?? ?????? ?????? ????????? ??????? ??? ??????????? ????.,"Nic go nie obchodzi. Jest tutaj tylko po to, aby gra? bezczelnie na saksofonie.",Il n'en a strictement rien à faire. Il veux juste saxophoner,Nu-i pas?. E aici doar s? cânte la saxofon cu stil.,"Umursam?yor. Sadece burada, saksafonuyla haval? haval? çalmak için.",No le importa nada. Solo está aquí para tocar el saxo con descaro.
VIRUS_NAME_29,Virus29_Melissa,????29_????,??29_???,??29_???,Vírus29_Melissa,Virus29_Melissa,,Virus29_Melissa,?????29_Melissa,Wirus29_Melissa,Virus29_Melissa,Virus29_Melissa,Virus29_Melissa,Virus29_Melissa
VIRUS_DESC_29,Hey cutie... wanna have a little fun? I promise it's not malware. (It's malware),??????????????????\n????????????????\n?????????,???????????????18???40?????),??????????????? 18 ???40 ??????,"Ei, lindinho... tá afim de curtir um pouco? Prometo que não é malware. (É malware)","Ey Hermoso, ¿Quieres jugar un rato? Te prometo que no es un malware. (Si lo es)",,"Hey Süßer… Lust auf ein bisschen Spaß? Versprochen, ich bin kein Virus (Doch ist sie)","?? ??????????, ???????... ?????? ??????? ??????????? ??????, ? ?? ??????? (??? ???????)","Hej ma?a... Chcesz si? zabawi?? Przy?ekam, ?e to nie wirus. (To zdecydowanie wirus)",Salut toi... Tu veux passer un bon moment? Je te promets que ce n'est pas un malware (c'est un malware),"Hei, frumoaso... vrei s? ne distr?m pu?in? Promit c? nu sunt malware. (Este un malware)","Hey tatl?m... biraz e?lenmek ister misin? Söz, kötü amaçl? yaz?l?m de?ilim. (Asl?nda kötü amaçl? yaz?l?m.)","Hey, hermoso, ¿quieres jugar un rato? Te prometo que no es un malware. (Si lo es)"
VIRUS_NAME_30,Virus30_ZBot,????30_Zbot,??30_??????,??30_??????,Vírus30_ZBot,Virus30_ZBot,,Virus30_ZBot,?????30_ZBot,Wirus30_Zbot,Virus30_ZBot,Virus30_ZBot,Virus30_ZBot,Virus30_zetabot
VIRUS_DESC_30,"Also known as Zeta Bot, it silently waits until you type your bank password into what you thought was your browser.",??“??????”?\n?????????????????????????\n?????????????????????????,???????????????QQ??????Wegame??????,??????????????? QQ ????? WeGame ??????,"Conhecido como Zeta Bot, ele espera na surdina até você digitar a senha do banco no que parecia ser seu navegador.","También conocido como 'Zeta Bot', espera silenciosamente hasta que hayas escrito la contraseña del banco en lo que creias ser tu navegador",,"Auch bekannt als Zeta Bot. Er wartet still, bis du dein Bankpasswort eingibst in das, was du für deinen Browser hieltest…","????? ???????? ??? Zeta Bot. ???? ????, ???? ?? ?? ??????? ??????? ?????????? ????????? ? ??, ??? ???????? ?????????.","Znany równie? jako Zeta Bot, pocichutku czeka dopóki nie wpiszesz swojego has?a do banku w co mysla?e? ?e jest twoja przegl?dark?.","Aussi connu sous le nom de Zeta Bot, Il attends discrètement que tu tape le mot de passe de ton compte bancaire dans ce que tu pensais être ton navigateur","Cunoscut ?i ca Zeta Bot, a?teapt? t?cut pân? tastezi parola bancar? în ceea ce credeai c? e browserul t?u.","Zeta Bot olarak da bilinen bu yaz?l?m, sessizce bekler; bankan?z?n ?ifresini taray?c? sand???n?z yere yazana kadar.","También conocido como «ZetaB», espera silenciosamente hasta que hayas escrito la contraseña del banco en lo que creías ser tu navegador."
BOSS_NAME_1,Boss1_TheFirstBug,??1_???????,??1_Bug??,??1_Bug??,Boss1_OBugPrimordial,Boss1_ElPrimerBug,,Boss1_TheFirstBug,????1_?????????,Boss1_PierwotnyRobal,Boss1_LeBugPrimordial,Boss1_TheFirstBug,Boss1_TheFirstBug,Boss1_ElPrimerBug
BOSS_DESC_1,"Legend says this was the original software virus, The First Bug. It didn't die but it has evolved, burrowing through your system logs and now rewriting history.",??????????????????????????\n??????????????????????\n????????????????,????????????——???Bug?????????????????????????????????????,????????????——??? Bug?????????????????????????????????,"Diz a lenda que foi o primeiro vírus de software, O Bug Primordial. Ele não morreu, mas evoluiu, se infiltrando nos seus registros do sistema e agora reescrevendo a história.","La leyenda dice que este fue el virus de software original, 'El Primer Bug'. No murió, pero ha evolucionado, hurgando en los registros del sistema y reescribiendo el historial.",,"Der Legende nach war dies der ursprüngliche Software-Virus. Der Erste Bug. Er starb nicht, sondern entwickelte sich weiter, tief im Code verborgen.","??????? ??????: ??? ???????????? ????????? ????? – ?????? ???. ?? ????? ?? ????, ? ???????????????, ? ?????? ?????? ? ????????? ?????, ??????????? ???????.","Legenda mówi, ?e jest to pierwszy wirus, pierwotny robal. Nie umar?, lecz ewoluowa?, zakopuj?c si? w zdarzeniach systemu i teraz przepisuje histori? na nowo","La légende raconte qu'il s'agit du virus originel, Le Tout Premier Bug. Il n'est pas mort mais à évolué, s'infiltrant dans tes logs système et maintenant en train de réécrire l'historique","Legenda spune c? acesta a fost primul virus software, The First Bug. Nu a murit, dar a evoluat, s?pând prin jurnalele sistemului t?u ?i rescriind istoria.","Efsaneye göre bu, orijinal yaz?l?m virüsü The First Bug't?. Ölmedi; geli?ti, sistem günlüklerinize gömüldü ve ?imdi tarihi yeniden yaz?yor.","La leyenda dice que este fue el virus de software original, «El Primer Bug». No murió, pero ha evolucionado, hurgando en los registros del sistema y reescribiendo el historial."
BOSS_NAME_2,Boss2_TheWebWeaver,??2_????????,??2_???,??2_???,Boss2_OTeceTeias,Boss2_LaTejedoraWeb,,Boss2_TheWebWeaver,????2_???????,Boss2_TkaczSieci,Boss2_LaTisse-Toile,Boss2_TheWebWeaver,Boss2_TheWebWeaver,Boss2_LaTejedoraWeb
BOSS_DESC_2,The ruler of spyders that now rules the dark web. Weaving her code into the net and learned how to trap users. She knows you're here.,?????????????????????????\n?????????????????????\n???????????????????\n?????????????????????…,????????????????????????????????????????????,????????????????????????????????????????????,Governante das Espiaranhas que agora comanda a dark web. Teceu seu código na net e aprendeu a aprisionar usuários. Ela sabe que você está aqui.,La líder de las 'Aracnoespías' que ahora gobierna la darknet. Infiltró su código en la red y aprendió a atrapar usuarios. (Sabe que estás leyendo esto),,"Die Herrscherin der Spinnen, die nun das Dark Web beherrscht. Sie webt ihren Code ins Netz und hat gelernt, es zu kontrollieren.","????????? ???????, ???????? ?????????. ??? ???????? ???? ??? ?? ????????? ???????, ????????? ????????????? ? ???? ????. ??? ??? ?????, ??? ?? ?????.","W?adza paj?ków, który teraz rz?dzi dark web'em. Tkaj?c jej kod do sieci i ucz?c si? jak ??pa? u?ytkowników. Wie, ?e tu jeste?.","La reine des spyders qui contrôlent désormais le dark web. Tissant son code dans la toile, elle sait maintenant piéger les utilisateurs. Elle sait que tu es là.",Conduc?toarea spyders care st?pâne?te acum dark web-ul. ?ese codul ei în re?ea ?i a înv??at cum s? prind? utilizatorii. ?tie c? e?ti aici.,Art?k karanl?k a?da hükmeden spyders'?n hükümdar?. Kodunu a??n içine örüyor ve kullan?c?lar? nas?l tuza?a dü?ürece?ini ö?rendi. Senin burada oldu?unu biliyor.,La líder de las arañas que ahora gobierna la web oscura. Infiltró su código en la red y aprendió a atrapar usuarios. Sabe que estás leyendo esto.
BOSS_NAME_3,Boss3_TheCloudCoreX,??3_??????X,??3_????,??3_????,Boss3_TheCloudCoreX,Boss3_ElNucleoNubeX,,Boss3_TheCloudCorex,????3_????????????X,Boss3_TheCloudCoreX,Boss3_LeCloudCoreX,Boss3_TheCloudCoreX,Boss3_TheCloudCoreX,Boss3_ElNúcleoNubeX
BOSS_DESC_3,"Once a guardian of the cloud, now a corrupted god of data storms. The CloudCoreX drifts in the stratosphere of your network... watching you from above.",??????????????????????????????\n?????????????????????\n?????????????????????????????,???????????????????????????????????????????????????????????????,??????????????????????????????????????????????????????????,"Uma vez guardião da cloud, agora um deus corrompido de tempestades de dados. O CloudCoreX vaga pela estratosfera da sua rede... te vendo de cima.","Una vez fue el guardián de la nube, ahora un corrupto dios de los datos tormentosos. El NucleoNubeX, viaja a la estratosfera de tu red... Mirandote desde arriba",,"Einst Wächter der Cloud, nun ein korrumpierter Gott der Datenstürme. Der CloudCoreX treibt in der Stratosphäre deines Netzwerks und beobachtet dich von oben.","?????? ????? ???????, ???? ?????????? ??? ???????? ????. ????????????X ???????? ? ??????????? ????? ????... ? ??????? ?? ???? ???????.","By? kiedy? obro?c? chmur, teraz jest skorumpowanym bogiem sztormów danych. CloudCoreX driftuje w stratosfere twojej sieci... Ogl?daj?c si? z góry.","Autrefois un gardien du Cloud, à présent un dieu corrompu, composé d'amas de données. Le CloudXCore dérive dans la stratosphère de votre réseau... Vous observant d'en haut.","Cândva un gardian al norului, acum un zeu corupt al furtunilor de date. CloudCoreX plute?te în stratosfera re?elei tale... te prive?te de sus.",Bir zamanlar bulutun koruyucusuydu; ?imdi veri f?rt?nalar?n?n yozla?m?? bir tanr?s?. CloudCoreX a??n?n stratosferinde dola??yor... yukar?dan seni izliyor.,"Una vez fue el guardián de la nube, ahora es un corrupto dios de los datos tormentosos. El NúcleoNubeX, viaja a la estratosfera de tu red... Mirándote desde arriba."
BOSS_NAME_4,Boss4_LEV_AI,??4_LEV_AI,??4_LEV_AI,??4_LEV_AI,Boss4_LEV_AI,Boss4_LEV_IA,,Boss4_LEV_AI,????4_???_??,Boss4_Lev_AI,Boss4_LEV_AI,Boss4_LEV_AI,Boss4_LEV_AI,Boss4_LEV_AI
BOSS_DESC_4,HUH? GET ME OUT HERE! I WON'T FORGIVE YOU! ...CHAT?,?????????????????\n\n?…?????,??????????????????????????,?????????????????……????,HÃ? ME TIRA DAQUI! EU NÃO VOU TE PERDOAR! ...CHAT?,¿HUH? ¡SACAME DE AQUÍ! ¡NO TE LO PERDONARÉ! ... ¿CHAT?,,HUH?! WAS?! HOLT MICH HIER RAUS!! ICH WERD EUCH DAS NICHT VERZEIHEN!…CHAT?!,?? ?????? ???? ??????! ? ?? ????? ????! ...????,HUH? WYPU?C MNIE ST?D! NIE WYBACZ? CI! ...WIDZOWIE?,HUH ? SORTEZ-MOI D'ICI! JE NE VOUS LE PARDONNERAI JAMAIS! ...CHAT ?,H?? SCOATE-M? DE AICI! NU TE VOI IERTA! ...CHAT?,HA? BEN? BURADAN ÇIKARIN! SEN? ASLA AFFETMEYECE??M! …ÇAY ?ÇER M?Y?Z?,¿HUH? ¡SACAME DE AQUÍ! ¡NO TE LO PERDONARÉ! ... ¿CHAT?
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
