keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
PET_NAME_17,Stuxnet,スタックスネット,震网,震網,Stuxnet,Stunxnet,,,Stuxnet,,,Stuxnet,Stuxnet,Stuxnet
PET_NAME_18,Popper,ポッパー,爆爆,爆爆,Popper,Anuncio,,,Всплывашка,,,Popper,Popper,Anuncio
PET_NAME_19,Smurf,スマーフ,蓝精灵,藍精靈,Smurf,Smurf,,,Смурф,,,Smurf,Cüce,Smurf
PET_NAME_20,Allaple,Allaple,阿拉苹果,阿拉蘋果,Allaple,Allaple,,,Allaple,,,Allaple,Allaple,Allaple
PET_NAME_21,iSpy,iSpy,监视者,監視者,iSpy,iespía,,,iSpy,,,iSpy,iSpy,Espía cibernético
PET_NAME_22,Pegasus,ペガサス,飞马,飛馬,Pegasus,PegaSUS,,,Pegasus,,,Pegasus,Pegasus,Pegaso
PET_NAME_23,Lockbit,ロックビット,锁位,鎖位,Lockbit,LockBit,,,Lockbit,,,Lockbit,Lockbit,LockBit
PET_NAME_24,Rootkit,ルートキット,跟套件,根套件,Rootkit,Rootkit,,,Руткит,,,Rootkit,Rootkit,Rootkit
PET_NAME_25,Cukoo,カッコー,布谷,布穀,Cukoo,Cukoo,,,Ку-ку,,,Cukoo,Cukoo,Cukoo
PET_NAME_26,Nimda,Nimda,尼姆达,尼姆達,Nimda,Nimda,,,Nimda,,,Nimda,Nimda,Nimda
PET_NAME_27,Mirai,ミライ,未来,未來,Mirai,Mirai,,,Mirai,,,Mirai,Mirai,Mirai
PET_NAME_28,Sasser,サッサー,萨瑟,薩瑟,Sasser,Sasser,,,Sasser,,,Sasser,Sasser,Sasser
PET_NAME_29,Melissa,メリッサ,梅丽莎,梅麗莎,Melissa,Melissa,,,Melissa,,,Melissa,Melissa,Melissa
PET_NAME_30,ZBot,Zbot,Z僵尸,Z殭屍,ZBot,ZBot,,,ZBot,,,ZBot,Zbot,BotZ
PET_NAME_101,The First Bug,ファーストバグ,Bug之祖,Bug之祖,O Bug Primordial,El Primer Bug,,,Первый Баг,,,The First Bug,The First Bug,El primer bug
PET_NAME_102,The Web Weaver,ウェブウィーバー,织网者,織網者,A Tece Teias,La Tejedora Web,,,Ткачиха,,,The Web Weaver,The Web Weaver,La tejedora web
PET_NAME_103,The Cloud CoreX,クラウドコアX,云核X,雲核X,O CloudCoreX,El NucleoNubeX,,,Облачное ЯдроX,,,The Cloud CoreX,The Cloud CoreX,El NúcleoNubeX
PET_NAME_104,LEV_AI,LEV_AI,利维_AI,利維_AI,LEV_AI,LEV_IA,,,ЛЕВ_ИИ,,,LEV_AI,LEV_AI,LEV_IA
PET_NAME_201,Blue Box,ブルーボックス,蓝盒,藍盒,Caixa Azul,Caja Azul,,,Синий ящик,,,Blue Box,Blue Box,Caja azul
PET_NAME_202,Dina,ディナ,迪娜,迪娜,Dina,Dina,,,Дина,,,Dina,Dina,Dina
PET_NAME_203,Sylvia,シルヴィア,希维亚,希維亞,Sylvia,Sylvia,,,Сильвия,,,Sylvia,Sylvia,Sylvia
PET_NAME_204,Jonai,ジョナイ,乔奈,喬奈,Jonai,Jonai,,,Джонай,,,Jonai,Jonai,Jonai
PET_NAME_205,Bossfighter,ボスファイター,首领斗士,首領鬥士,Bossfighter,Luchador de Bosses,,,Боссфайтер,,,Bossfighter,Bossfighter,Luchador de jefes
PET_NAME_206,Kuneho,クネホ,小兔,小兔,Kuneho,Kuneho,,,Кунэхо,,,Kuneho,Kuneho,Kuneho
PET_NAME_207,Gul,ガル,小古,小古,Gul,Gul,,,Гуль,,,Gul,Gul,Gul
PET_NAME_208,Triangle Guy,サンカクくん,三角头,三角頭,Cara Triangular,Tio Triángulo,,,Треугольчик,,,Triangle Guy,Üçgen Adam,Chico triángulo
PET_NAME_209,DuwiEXE,Duwi EXE,Duwi执行档,Duwi執行檔,DuwiEXE,DuwiEXE,,,DuwiEXE,,,DuwiEXE,DuwiEXE,DuwiEXE
PET_NAME_210,Serina,セリナ,塞丽娜,塞麗娜,Serina,Serina,,,Серина,,,Serina,Serina,Serina
PET_NAME_211,Smiley Face,スマイリーフェイス,笑脸,笑臉,Carinha Feliz,Cara Sonriente,,,Смайлик,,,Smiley Face,Gülümseyen Yüz,Cara sonriente
PET_NAME_212,Tanzu,Tanzu,坦祖,坦祖,Tanzu,Tanzu,,,Танзу,,,Tanzu,Tanzu,Tanzu
PET_NAME_213,Princess Pomu,ポム姫,泡沐公主,泡沐公主,Princess Pomu,Princesa Pomu,,,Принцесса Пому,,,Princess Pomu,Prenses Pomu,Princesa Pomu
PET_NAME_214,Whimling,きまぐれベビー,小奇灵,小奇靈,Whimling,Whimling,,,Чудик,,,Whimling,Whimling,Whimling
PET_NAME_215,Axolotl,サンショウウオ,美西螈,美西鯰,Axolotl,Ajolote,,,Аксолотль,,,Axolotl,Aksolotl,Ajolote
PET_NAME_216,Paige,ペイジ,佩姬,佩姬,Paige,Paige,Paige,Paige,Paige,Paige,Paige,Paige,Paige,Paige
PET_NAME_217,Keyboard Cat,キーボード・キャット,键盘猫,鍵盤貓,Keyboard Cat,Gato Teclado,Keyboard Cat,Keyboard Cat,Keyboard Cat,Keyboard Cat,Keyboard Cat,Keyboard Cat,Piyanist Kedi,Gato Teclado
PET_NAME_218,Noko,ノコ,诺可,諾可,Noko,Noko,Noko,Noko,Noko,Noko,Noko,Noko,Noko,Noko
PET_NAME_219,Bob,ボブ,鲍勃,鮑勃,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob
PET_NAME_220,Rat,ネズミ,小鼠,小鼠,Rato,Rata,Rat,Rat,Rat,Rat,Rat,Rat,Farecik,Rat
PET_NAME_221,Caronte Caim,カロンテ＝カイム,卡隆特·凯姆,卡隆特·凱姆,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim,Caronte Caim
PET_NAME_222,Nooble,ヌーブル,努布尔,努布爾,Nooble,Nooble,Nooble,Nooble,Nooble,Nooble,Nooble,Nooble,Nooble,Nooble
PET_NAME_223,Chicken Guy,チキン野郎,鸡哥,雞哥,Cara da Galinha,Tio gallina,Chicken Guy,Chicken Guy,Chicken Guy,Chicken Guy,Chicken Guy,Chicken Guy,Tavuk Adam,Chico gallina
PET_NAME_224,Tiny Dice Adventurer,豆サイコロの冒険者,小骰子冒险家,小骰子冒險家,Aventureiro de Tiny Dice,Pequeño dado aventurero,Tiny Dice Adventurer,Tiny Dice Adventurer,Tiny Dice Adventurer,Tiny Dice Adventurer,Tiny Dice Adventurer,Tiny Dice Adventurer,Minik Zar Maceracısı,Pequeño dado aventurero
PET_NAME_225,Sudonym,Sudonym,苏多宁,蘇多寧,Sudônimo,Sudonym,Sudonym,Sudonym,Sudonym,Sudonym,Sudonym,Sudonym,Sudonym,Sudonym
PET_NAME_226,Wyrm,ウィルム,飞龙,飛龍,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm,Wyrm
PET_NAME_227,Moon Bunny,月ウサギ,月兔,月兔,Moon Bunny,Moon Bunny,Moon Bunny,Moon Bunny,Moon Bunny,Moon Bunny,Moon Bunny,Moon Bunny,Ay Tavşanı,Moon Bunny
PET_NAME_228,Bloopa,ブクパ,布鲁帕,布魯帕,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa,Bloopa
PET_NAME_229,Mei,メイ,美,美,Mei,Mei,Mei,Mei,Mei,Mei,Mei,Mei,Mei,Mei
PET_NAME_230,Natsu,ナツ,纳茨,納茨,Natsu,Natsu,Natsu,Natsu,Natsu,Natsu,Natsu,Natsu,Natsu,Natsu
PET_NAME_231,Luna,ルナ,露娜,露娜,Luna,Luna,Luna,Luna,Luna,Luna,Luna,Luna,Luna,Luna
PET_NAME_232,Candy,キャンディ,糖果,糖果,Candy,Candy,Candy,Candy,Candy,Candy,Candy,Candy,Şekercik,Candy
PET_NAME_233,Beandejo,ビーンジョー,豆德霍,豆德霍,Beandejo,Beandejo,Beandejo,Beandejo,Beandejo,Beandejo,Beandejo,Beandejo,Fasulyo,Beandejo
PET_NAME_234,Pichon,ピチョン,皮琼,皮瓊,Pichon,Pichon,Pichon,Pichon,Pichon,Pichon,Pichon,Pichon,Pichon,Pichon
PET_NAME_235,jeminix2,ジェミニクス2,北极星x2,北極星x2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2,jeminix2
PET_NAME_236,Creamy,クリーミー,克瑞米,克瑞米,Creamy,Creamy,Creamy,Creamy,Creamy,Creamy,Creamy,Creamy,Kremi,Creamy
PET_NAME_237,Tofu,豆腐,豆腐,豆腐,Tofu,Tofu,Tofu,Tofu,Tofu,Tofu,Tofu,Tofu,Tofu,Tofu
PET_NAME_238,Funa,フナ,芙娜,芙娜,Funa,Funa,Funa,Funa,Funa,Funa,Funa,Funa,Funa,Funa
PET_NAME_239,Sundust,サンダスト,晨辉,晨輝,Sundust,Sundust,Sundust,Sundust,Sundust,Sundust,Sundust,Sundust,Güneş Tozu,Sundust
PET_NAME_240,Mini Tank,ミニタンク,迷你坦克,迷你坦克,Mini Tanque,Mini Tanque,Mini Tank,Mini Tank,Mini Tank,Mini Tank,Mini Tank,Mini Tank,Tankçık,Mini Tanque
PET_NAME_241,aintnoking,aintnoking,艾特诺金,艾特諾金,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking,aintnoking
PET_NAME_242,Cara,カーラ,卡拉,卡拉,Cara,Cara,Cara,Cara,Cara,Cara,Cara,Cara,Cara,Cara
PET_NAME_243,Hanabee,ハナビー,花奈比,花奈比,Hanabee,Hanabee,Hanabee,Hanabee,Hanabee,Hanabee,Hanabee,Hanabee,Havai,Hanabee
PET_NAME_244,Oenn,オエン,欧恩,歐恩,Oenn,Oenn,Oenn,Oenn,Oenn,Oenn,Oenn,Oenn,Oenn,Oenn
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
