keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
UI_SHOP_NPC_IDLE_4,"I’d offer you a discount, but I’m only programmed for sarcasm.",割引は仕様にないよ。\n皮肉を言うことしかプログラムされてないから。,想打折？不好意思，我的设置里只有阴阳怪气,想打折？不好意思，我設定裡只有陰陽怪氣。,"Eu até te daria um desconto, mas só estou programado pra ser sarcástico.","Te daré una oferta, pero mi nivel de sarcasmo es del 100%",,,"Хотелось бы сделать скидку, но, увы, меня запрограммировали только на сарказм.",,,"Îți pot oferi un discount, însă sunt programat să fiu sarcastic.",İndirim isterdin ama ben sadece alay modundayım.,"Te haría una oferta, pero solo estoy programado para ser sarcástico."
UI_SHOP_NPC_IDLE_5,"Don’t worry, I’ve got all day. No, seriously, I literally can’t leave.",ゆっくりしてって。時間なら山ほどあるから…\nいや、仕様上マジでここから出られないの。,别担心，我有的是时间陪你耗——毕竟我也走不了,別擔心，我有的是時間陪你耗——反正我也走不了。,"Não se preocupe, eu tenho o dia inteiro. É sério, eu literalmente não consigo sair.","No te preocupes, tengo todo el día. Te lo digo en serio, literalmente no puedo salir",,,"Не спеши, я никуда не тороплюсь. Серьезно, я буквально не могу уйти отсюда.",,,"Stai liniștit, am toată ziua la dispoziție. Nu, serios, pur și simplu nu pot pleca.","Rahat ol, bütün gün buradayım. Cidden, çıkamıyorum.","No te preocupes, tengo todo el día. Te lo digo en serio, literalmente no puedo salir."
UI_SHOP_NPC_IDLE_6,"You’re still here? I get you, the music is pretty fire!",まだいたの？\n分かる～！ここのBGM、めっちゃ良いよね。,你还在这儿？我懂你，这BGM确实超带感。,你還在這裡？我懂你，這 BGM 真的太洗腦了。,"Ainda tá aqui? Te entendo, a música é top!","¿Sigues aquí? Te comprendo, la música es increible",,,"Все еще тут? Понимаю, музыка ведь и правда огонь!",,,"Încă ești aici? Înteleg, muzica este prea top!",Hâlâ buradasın ha? Müzik güzel ama değil mi?,"¿Sigues aquí? ¡Te entiendo, la música es increíble!"
UI_SHOP_NPC_IDLE_7,I’m starting to think you enjoy staring at my inventory more than buying.,買わないんだよね？\n商品、眺めてる時間のほうが楽しいんだよね？,你再这么盯下去，我的家底都要被你看穿啦！,你再這樣盯下去，我的底細都要被你看穿啦！,Tou começando a achar que você prefere ficar olhando meu inventário do que comprar.,Estoy empezando a pensar que te gusta más apreciar mi inventario que comprarlo,,,"Начинаю подозревать, что тебе больше нравится глазеть на мои товары, чем что-то покупать.",,,Încep să mă gândesc că îți place să te uiți mai mult în inventarul meu decât să cumperi.,Envanterime bakmayı alışverişten daha çok seviyor gibisin.,Estoy empezando a pensar que te gusta más mirar mi inventario que comprarlo.
UI_SHOP_NPC_THANKS_1,Transaction successful! Enjoy your new virtual... thing.,どうも～！\n使いこなせるといいね！その、よくわからんヤツ！,消费成功！享受你的新虚拟物品吧～,消費成功！享受你的新虛擬物品吧～,Transação bem sucedida! Aproveite o seu novo... treco virtual.,¡Transacción completada! Disfruta tu nueva.. lo que sea.. virtual,,,Транзакция завершена! Наслаждайся своей новой виртуальной... штуковиной.,,,Tranzacție reușită! Bucură-te de noua ta chestie… virtuală.,İşlem başarılı! Yeni sanal... şeyinin tadını çıkar.,¡Transacción completada! Disfruta tu nueva.. lo que sea.. virtual
UI_SHOP_NPC_THANKS_2,Thanks for your business! You’ve just helped keep my sarcasm processors running.,まいど！\nおかげで、明日も皮肉プロセッサをぶん回せそう！,谢谢惠顾！你又给我的嘴贱系统多续了一天。,感謝惠顧！你又幫我的嘴砲系統多續了一天。,Obrigado pela preferência! Você acabou de ajudar a manter meus processadores de sarcasmo rodando.,¡Gracias por tu compra! Me has ayudado a mantener mis procesadores de sarcasmo.,,,Спасибо за покупку! Ты подпитываешь мои саркастичные процессоры.,,,Mulțumesc pentru colaborare! Tocmai m-ai ajutat să-mi păstrez procesorul sarcastic rulând.,Alışverişin için teşekkürler! Alay işlemcilerimi çalışır tuttun.,¡Gracias por tu compra! Me has ayudado a mantener mis procesadores de sarcasmo.
UI_SHOP_NPC_THANKS_3,"Ah, a satisfied customer! Or so my programming leads me to believe.",フフ、ご満足いただけたようで！\n…って、ウチのプログラムは判定したけど。,哦豁，收获五星好评一枚！……至少我的程序是这么写的。,哦豁，收穫一枚五星好評！……至少程式是這麼寫的。,"Eba, um cliente satistfeito! Pelo menos é o que a minha programação me diz.",¡Un cliente satisfecho! O eso quiero hacerme creer el programa...,,,"А, покупатель доволен! Или, по крайней мере, так утверждает мой код.",,,"Ah, un client mulțumit! Sau posibil codarea mă face să cred asta.","Ah, memnun müşteri! Ya da programım öyle söylüyor.",¡Un cliente satisfecho! O eso quiero hacerme creer el programa...
UI_CURSOR_WINDOW_COSMETICS,Cursor Cosmetics,カーソル：コスメティック,鼠标指针皮肤,滑鼠指標皮膚,Cosméticos de Cursor,Cosméticos del cursor,,,Украшения курсора,,,Cosmetică Cursor,İmleç Kozmetikleri,Cosméticos del cursor
UI_CURSOR_WINDOW_COSMETICS_DESC,Equip cosmetics here,カーソルの外観設定。,在更换鼠标皮肤，让你的鼠标闪亮登场,更換滑鼠皮膚，讓你的滑鼠閃亮登場。,Equipe cosméticos aqui,Equipar cosméticos auí,,,Здесь можно приукрасить свой курсор,,,Echipați cosmeticele aici,Kozmetikleri burada kuşan,Equipar cosméticos auí
UI_CURSOR_WINDOW_WIDGET,Widgets,ウィジェット,组件,組件,Widgets,Widgets,,,Виджеты,,,Widgeturi,Araçlar,Widgets
UI_CURSOR_WINDOW_WIDGET_DESC,Starting items that you can bring along in the beginning of a run,スタート時点から持ち込めるアイテム。,开局就能带上的实用小玩意儿,開局就能攜帶的實用小工具。,Itens iniciais que você pode levar no começo de uma run,Empieza con items que te ayudaran desde el inicio de la partida,,,"Стартовые предметы, которые можно взять с собой в начале забега",,,Iteme de început pe care le poți lua chiar de la începutul aventurii.,Yeni bir maceraya başlarken götürebileceğin başlangıç eşyaları,Empieza con objetos que te ayudarán desde el inicio de la partida
UI_CURSOR_WINDOW_MODIFIER,Modifiers,MOD,词缀,詞綴,Modificadores,Modificadores,,,Модификаторы,,,Modificator,Değiştiriciler,Modificadores
UI_CURSOR_WINDOW_MODIFIER_DESC,Modifiers lets you tweak Identifile to your playstyle,プレイスタイルに合わせて設定可能。,根据你的游玩风格自定义Identifile体验,根據你的遊玩風格，自訂 Identifile 體驗。,Modificadores te permitem ajustar Identifile para o seu estilo de jogo,Los modificadores te permiten cambiar Identifile a tu estilo de juego,,,Модификаторы позволяют настроить Identifile под свой стиль игры,,,Modificatoarele îți permite să modifici Identifile după playstyle-ul tău,Identifile’ı oyun tarzına göre şekillendirmeni sağlar,Los modificadores te permiten cambiar Identifile a tu estilo de juego
UI_CURSOR_WINDOW_DIFFICULTY,Difficulties,難易度,难度设置,難度設定,Dificuldades,Dificultades,,,Сложность,,,Dificultăți,Zorluklar,Dificultades
UI_CURSOR_WINDOW_DIFFICULTY_DESC,Set difficulty level here,ここから難易度を変更できます。,在这里选择适合你的难度,選擇適合你的難度。,Defina o nível de dificuldade aqui,Selecciona tu dificultad aquí,,,Выберите уровень сложности,,,Setează nivelul de dificultate aici,Zorluk seviyesini buradan ayarla,Selecciona tu dificultad aquí
UI_CURSOR_WINDOW_DAILY_SEED,Daily Seed,デイリーシード,每日种子,每日種子,Seed Diária,Seed diaria,,,Seed дня,,,Seed-ul zilei,Günlük Seed,Semilla diaria
UI_CURSOR_WINDOW_DAILY_SEED_DESC,Set daily seed,デイリーシードの設定,设置每日种子,設定每日種子。,Definir seed diária,Selecciona tu seed diaria,,,Задать seed дня,,,Setează seed-ul zilei,Günlük seed'i ayarla,Selecciona tu semilla diaria
UI_DIFFICULTY_1_DESC,Easy\nViruses -50% HP,Easy\nウイルス：HP-50％,简单\n病毒生命值减少50%,簡單\n病毒生命值減少 50%,Fácil\nVírus tem -50% HP,Fácil\nLos Virus tendrán -50% de Vida,,,Легко\nВирусы: -50% ОЗ,,,Ușor\nViruși -50% HP,Kolay\nVirüslerin HP’si -%50,Fácil\nLos Virus tendrán -50% de vida
UI_DIFFICULTY_2_DESC,Normal\nRecommended difficulty,Normal\n（オススメの難易度）,普通\n平衡模式，推荐难度,普通\n平衡模式，推薦難度。,Normal\nDificuldade recomendada,Normal\nDificultad Recomendada,,,Нормально\nРекомендуемая сложность,,,Normal\nDificultate recomandată,Normal\nÖnerilen zorluk,Normal\nDificultad recomendada
UI_DIFFICULTY_3_DESC,Hard\nViruses +25% HP & +1 ATK,Hard\nウイルス：HP+25％、攻撃力+1,困难\n病毒生命值+25%且+1攻击力,困難\n病毒生命值 +25%，並附加 +1 攻擊力。,Difícil\nVírus tem +25% HP & +1 ATK,Difícil\nLos Virus tendrán +25% de Vida y +1 de Ataque,,,Сложно\nВирусы: +25% ОЗ и +1 к атаке,,,Greu\nViruși +25% HP & +1 ATK,Zor\nVirüsler +%25 HP ve +1 Saldırı,Difícil\nLos Virus tendrán +25% de vida y +1 de ataque
UI_WIDGET_WINDOW_DESC,Widgets are starting items that players can bring along at the beginning of a new run.,ウィジェットとは、スタート時点から持ち込める初期アイテムのことです。,组件是每一次开局便能携带的道具,組件是每次開局便能攜帶的道具。,Widgets são itens iniciais que jogadores podem levar consigo no começo de cada run.,Widgets son items que puedes llevarte al inicio de tu partida,,,"Виджеты – стартовые предметы, которые можно взять с собой в начале нового забега.",,,Widgeturile sunt itemele de început pe care jucătorii le pot folosi de la începutul jocului.,"Araçlar, oyuncuların yeni bir koşuya başlarken yanlarına alabildikleri başlangıç eşyalarıdır.",Widgets son objetos que puedes llevarte al inicio de tu partida
UI_WIDGET_WINDOW_SELECT_DESC,Select a Widget,ウィジェットの選択,选择一个组件,選擇一個組件。,Selecione um Widget,Selecciona un Widget,,,Выбор виджета,,,Selectează un Widget,Bir Araç Seç,Selecciona un Widget
UI_SECRETS_DEMO_DESC,Unlock more secrets with data fragments.\n\nFeature is currently under development.\n\nNot available in Demo!,「データの断片」を使うことで\n解放可能。\nこの機能は現在開発中です。\nデモ版ではご利用いただけません。,用数据碎片\n解锁更多秘密。\n功能正在开发中。\n演示版暂不可用！,使用資料碎片\n解鎖更多祕密。\n功能開發中。\n試玩版暫不開放！,Desbloqueie mais segredos com fragmentos de dados.\n\nFuncionalidade ainda em desenvolvimento.\n\nIndisponível na Demo!,Desbloquea más secretos con fragmentos de datos.\n\nCaracterística en desarrollo.\n\n¡No disponible en la Demo!,,,"Раскрывайте больше секретов, собирая фрагменты данных.\n\nФункция находится в разработке.\n\nНедоступно в демо!",,,Deblochează mai multe secrete cu fragmente de date\n\nAceastă funcție este în curs de dezvoltare\n\nNu este disponibilă în Demo!,Veri parçacıklarıyla daha fazla sırrı aç.\n\nBu özellik şu anda geliştiriliyor.\n\nDemo’da mevcut değil!,Desbloquea más secretos con fragmentos de datos.\n\nCaracterística en desarrollo.\n\n¡No disponible en la demo!
UI_DATABASE_DEMO_DESC,Database is where you explore every entry you have uncovered during your journey.\n\nFeature is currently under development.\n\nNot available in Demo!,データベースとは、これまでの探索で得た情報を閲覧できる場所です。\nこの機能は現在開発中です。\nデモ版では、一部の情報のみ閲覧できます。,数据库是你在旅程中\n发现的所有信息的归档地。\n功能正在开发中。\nDemo版暂不可用！,資料庫是你旅程中\n發現的所有資訊彙整地。\n功能開發中。\nDemo 版暫不開放！,O Banco de Dados é onde você pode explorar cada registro descoberto durante sua jornada.\n\nFuncionalidade em desenvolvimento\n\nIndisponível na Demo!,La Base de Datos es donde puedes explorar cada entrada que has desbloqueado durante tu aventura.\n\nCaracterística en Desarrollo.\n\n¡No disponible en la Demo!,,,"База данных, где собраны все записи, найденные во время путешествия.\n\nФункция находится в разработке.\n\nНедоступно в демоверсии!",,,Baza de date este locul unde explorezi fiecare intrare pe care ai descoperit-o în timpul călătoriei tale\n\nAceastă funcție este în curs de dezvoltare\n\nNu este disponibilă în Demo!,"Veritabanı, yolculuğun boyunca keşfettiğin her girdiyi incelediğin yerdir.\n\nBu özellik şu anda geliştiriliyor.\n\nDemo’da mevcut değil!",La Base de datos es donde puedes explorar cada entrada que has desbloqueado durante tu aventura.\n\nCaracterística en desarrollo.\n\n¡No disponible en la demo!
UI_DEATH_WISHLIST_DESC,"More available in the full game! If you liked it, support us by wishlisting our game on steam :)",製品版は、さらに内容盛りだくさん！\nよかったら、Steamのウィッシュリストに入れて応援してください！,感谢试玩我们的Demo！\n喜欢的话记得在Steam上加入心愿单哦！,感謝試玩我們的 Demo！\n如果喜歡，記得在 Steam 上加入願望清單喔！,"Tem mais disponível no jogo completo! Se você gostou, apoie a gente adicionando nosso jogo na lista de desejos da Steam :)","¡Más disponible en el juego completo! Si te ha gustado, apoyanos poniendo el juego en tu lista de deseados en steam :)",,,"Больше контента – в полной версии! Если вам понравилось, поддержите нас, добавив игру в список желаемого в Steam :)",,,"Mai multe disponibile în jocul complet! Dacă ți-a plăcut, susține-ne adăugând jocul nostru la lista de dorințe pe Steam :)","Tam sürümde daha fazlası mevcut! Eğer beğendiysen, oyunumuzu Steam’de istek listene ekleyerek destek ol :)","¡Más disponible en el juego completo! Si te ha gustado, apóyanos poniendo el juego en tu lista de deseados en Steam :)"
UI_QUIT_WISHLIST_DESC,"Consider a wishlist :)\n\nWe hope you enjoyed the demo!\nIf you’d like to support us, please wishlist the game on Steam! It boosts our visibility and ensures you’re notified when we launch into Early Access. Also, join our Discord to chat with us and give us feedback on the game!",デモ版を遊んでいただき、ありがとうございます！\n応援していただけるようでしたら、ぜひ本作をウィッシュリストに追加してください。\n本作がSteamで見つけてもらいやすくなり、\nさらに、アーリーアクセス開始時、\nあなたの元に通知が届くようになります。\nDiscordサーバーより、開発へのご意見・ご感想もお待ちしております！,帅哥美女考虑加个心愿单吧！\n\n感谢体验Alpha版！如果您喜欢这个游戏，请务必去我们的Steam页面添加至心愿单。\n这能提升我们在Steam上的曝光度，还能让您第一时间知道EA版上线消息！\n也欢迎加入我们的Discord群，直接跟我们交流反馈！,帥哥美女考慮加個願望清單吧！\n\n感謝體驗 Alpha 版！如果你喜歡這款遊戲，請一定到我們的 Steam 頁面加入願望清單。\n這能提升我們在 Steam 上的曝光度，也能讓你第一時間知道 EA 版上線消息！\n歡迎加入我們的 Discord 社群，直接跟製作組交流反饋！,"Considere adicionar o jogo na lista de desejos :)\n\nEsperamos que tenha gostado da demo!\nSe quiser nos apoiar, adicione o jogo na sua lista de desejos da Steam! Isso amplia nossa visibilidade e permite que você seja notificado quando lançarmos nosso Acesso Antecipado. Além disso, entre no nosso Discord pra conversar com a gente e dar seu feedback sobre o game!","¡Esperamos que te haya gustado la demo!\nSi quieres apoyarnos, ¡Mete el juego en la lista de deseados en Steam! Aumenta nuestra visibilidad al resto del público y te notificará cuando saquemos el Acceso Anticipado. También, ¡Unete a nuestro Discord para hablar con nosotros y darnos tus opiniones del juego!",,,"Добавьте игру в список желаемого :)\n\nНадеемся, вам понравилась демоверсия!\nЕсли хотите нас поддержать – добавьте игру в список желаемого в Steam! Это поможет нам стать заметнее и уведомит вас о выходе в ранний доступ. А еще загляните в наш Discord – там можно пообщаться с нами и оставить отзыв об игре!",,,"Consideră adăugarea jocului în wishlist :)\n\nSperăm că ți-a plăcut demo-ul!!\nDacă dorești să ne susții, te-aș ruga să adăugi jocul pe lista de dorințe de pe Steam, deoarece ne sporește vizibilitatea, unde vei fi și notificat când lansăm jocul în Early Access. De asemenea, alătură-te server-ului nostru de Discord pentru a discuta cu noi și a ne oferi feedback despre joc!","Bir istek listesine eklemeyi düşün :)\n\nUmarız demodan keyif aldın!\nBizi desteklemek istersen oyunu Steam’de istek listene ekle! Bu, görünürlüğümüzü artırır ve Erken Erişim’e geçtiğimizde haberdar olmanı sağlar. Ayrıca Discord’umuza katılıp bizimle sohbet edebilir, geri bildirimlerini paylaşabilirsin!","¡Esperamos que te haya gustado la demo!\nSi quieres apoyarnos, ¡mete el juego en la lista de deseados en Steam! Aumenta nuestra visibilidad al resto del público y te notificará cuando saquemos el Acceso anticipado. También, ¡únete a nuestro Discord para hablar con nosotros y darnos tus opiniones del juego!"
UI_QUIT_WISHLIST_CONFIRMATION,Are you sure you want to quit?,本当に終了しますか？,真的要退出吗？,真的要退出嗎？,Tem certeza de que deseja sair?,¿Seguro que quieres salir?,,,"Вы уверены, что хотите выйти?",,,Ești sigur că dorești să ieși?,Çıkmak istediğinden emin misin?,¿Seguro que quieres salir?
UI_TUTORIAL_DIALOGUE_1,Uh-oh! Something just hijacked your PC and it’s not your average malware. INFECTED: 99%... SYSTEM CRITICAL,大変だ！何かにPCを乗っ取られた…しかも普通のマルウェアじゃない。感染率：99%…システムに重大な異常発生！,卧槽！病毒黑进了你的电脑，而且不是普通的病毒软件。感染进度：99%……系统严重错误,靠北！病毒入侵你的電腦啦，還不是普通那種。感染進度：99%……系統嚴重錯誤！,Ops! Alguma coisa invadiu seu PC e não é um malware qualquer. INFECTADO: 99%... FALHA CRÍTICA DE SISTEMA,¡Uh-oh! Algo ha hackeado tu PC y no es tu malware típico. INFECTADO: 99%... SISTEMA CRÍTICO,,,"О-оу! Что-то только что взломало твой ПК, и это не обычный малварь. ИНФЕКЦИЯ: 99%... СИСТЕМА В КРИТИЧЕСКОМ СОСТОЯНИИ",,,"Oh nu… Ceva ți-a hăckuit PC-ul, care nu este malware-ul de care știm. INFECTAT: 99%… SISTEM CRITIC",Eyvah! Bilgisayarını bir şey ele geçirdi ve bu sıradan bir virüs değil. ENFEKTE: %99... SİSTEM KRİTİK,¡Uh-oh! Algo ha hackeado tu PC y no es tu malware típico. INFECTADO: 99%... SISTEMA CRÍTICO
UI_TUTORIAL_DIALOGUE_2,You’re about to become something... unexpected: the ultimate desktop cursor!,誰にも予想できなかった…いや、できるはずがなかった。まさか、キミが究極のマウスカーソルになるなんて！,你即将变成某种……意想不到的存在：究极鼠标指针！,你即將成為某種……意想不到的存在：究極滑鼠指標！,Você está prestes a se tornar algo... inesperado: o cursor de computador supremo!,Estás apunto de convertirte en algo... inesperado: ¡El definitivo cursor de escritorio!,,,Ты вот-вот станешь чем-то... неожиданным! – ультимативным курсором этой системы!,,,Ești pe cale să devii în ceva… neașteptat: un cursor de desktop suprem!,Birazdan bambaşka bir şeye dönüşeceksin... nihai masaüstü imlecine!,Estás apunto de convertirte en algo... inesperado: ¡El cursor definitivo de escritorio!
UI_TUTORIAL_DIALOGUE_3,"Our antivirus system collapsed, it's up to you now to dive into the files and hunt the infection down!",ウイルス対策機能はダウン！ここからはキミの出番だ！ファイルの奥へと潜り、ウイルスたちを駆除しよう！,我们的杀毒系统已经崩溃，现在只能靠你深入文件系统，找到并清除所有病毒！,防毒系統已經崩潰，只能靠你深入檔案系統，找出並清除所有病毒！,"Nosso sistema de antivírus colapsou, cabe a você navegar pelos arquivos e abater as infecções!","Nuestro sistema de antivirus ha colapsado, está en tus manos, ahora.. ¡Explora tus archivos y caza los virus!",,,Наша антивирусная система рухнула. Теперь все зависит от тебя – погрузись в файлы и выследи инфекцию!,,,"Antivirusul nostru s-a prăbușit, unde totul depinde de tine să te scufunzi în fișiere și să le dezinfectezi!","Antivirüs sistemimiz çöktü, artık dosyaların içine dalıp enfeksiyonu senin avlaman gerek!","Nuestro sistema de antivirus ha colapsado, está en tus manos, ahora.. ¡explora tus archivos y caza los virus!"
UI_TUTORIAL_DIALOGUE_4,Hold your Left Click / 'X' to draw loops around the virus to deal damage!,左クリックか「X」を長押しして、ウイルスの周りをぐるっと線で囲んでみて！,长按左键或 'X' 键画圈，圈住病毒来造成伤害！,長按滑鼠左鍵或「X」鍵畫圈，圈住病毒造成傷害！,Segure o Clique Esquerdo / 'X' para desenhar círculos ao redor dos vírus e causar dano!,¡Mantén tu Click Izquierdo / 'X' para dibujar círculos alrededor de los virus para hacerles daño!,,,"Зажми ЛКМ / «X» и обведи вирус курсором, чтобы нанести урон!",,,Ține apăsat Click Stânga / 'X' pentru a desena un cerc în jurul virusului!,Sol Tık / 'X' tuşuna basılı tutarak virüsün etrafında halkalar çiz ve hasar ver!,¡Mantén tu clic izquierdo / 'X' para dibujar círculos alrededor de los virus para hacerles daño!
UI_TUTORIAL_DIALOGUE_5,"Oh look how convenient, a virus lurking in plain sight. Think you can take it down?",ん？ウイルスが出てきたね。ちょうどいい！まずはこいつで試してみよう。,哎呀，真巧，这里正好有个落单的病毒。怎么样，你有信心干掉它吗？,哎呀，正好有隻落單的病毒。怎樣，有信心幹掉它嗎？,"Olha que conveniente, um vírus 'escondido' na frente de todo mundo. Acha que consegue derrubá-lo?","Oh, mira que conveniente, un virus. ¿Crees que puedes vencerlo?",,,"О, как удобно – вирус у нас прямо перед глазами. Как думаешь, справишься?",,,Ah uite… un virus care pândește la vedere.. Crezi că-l poți nimici?,"Ne tesadüf! Virüs tam da gözünün önünde. Hadi bakalım, halledebilecek misin?","Oh, mira qué conveniente, un virus. ¿Crees que puedes vencerlo?"
UI_TUTORIAL_DIALOGUE_6,Nice work! Remember: You are the cursor. You take any damage if attacks highlighted in red touches you!,ナイス！もうひとつ、覚えておいて。キミはカーソルそのもの。だから、赤く光っている攻撃に触れると、ダメージを受けてしまう。,干得漂亮！请注意：你是个鼠标指针。只要被红色高亮攻击碰到，就会扣血！,漂亮！提醒一下：你是個滑鼠指標。只要被紅色高亮攻擊碰到，就會扣血喔！,Bom trabalho! Lembre-se: Você é o cursor. Ataques destacados em vermelho te dão dano caso encostem em você!,¡Buen Trabajo! Recuerda: TÚ eres el cursor. ¡Recibirás daño si los ataques resaltados en rojo te tocan!,,,"Отличная работа! Запомни: ты – курсор. Если атаки, подсвеченные красным, коснутся тебя – ты получишь урон!",,,Bună treabă! Nu uita: Tu ești cursorul. Îți iei damage daca atacurile înconjurate în roșu te ating!,Güzel iş çıkardın! Unutma: Sen imleçsin. Kırmızıyla işaretli saldırılar sana değerse hasar alırsın!,¡Buen trabajo! Recuerda: TÚ eres el cursor. ¡Recibirás daño si los ataques resaltados en rojo te tocan!
UI_TUTORIAL_DIALOGUE_7,WATCH OUT! Dodge incoming threats and stay calm!,来るよ！落ち着いて、敵の攻撃を避けるんだ！,小心！前方有敌人，保持冷静，注意闪避！,小心！前方有敵人，保持冷靜，注意閃避！,CUIDADO! Esquive das ameaças e mantenha-se calmo!,¡Cuidado! Esquiva las amenazas y mantente en calma,,,ПОБЕРЕГИСЬ! Уворачивайся от атак и сохраняй спокойствие!,,,PĂZEA! Evită amenintările și stai calm!,DİKKAT! Gelen tehditlerden kaç ve sakin kal!,¡Cuidado! Esquiva las amenazas y mantente en calma
UI_TUTORIAL_DIALOGUE_8,I'm picking up interference.. by someone or something.. be careful... out there..,通信妨害だ…電波の発信源は不明…その先…気をつけて……,我探测到了干扰信号……不知道是什么人或什么东西造成的……在外面……千万小心……,我偵測到干擾訊號……不知道是誰或什麼東西造成的……在外面……千萬小心……,Estou captando interferência... de alguém... ou de alguma coisa... Cuidado... aí fora..,Estoy teniendo interferencias.. De alguien o algo.. Ten cuidado.. Ahí fuera..,,,Ловлю помехи.. кто-то.. что-то.. вмешивается в сигнал... осторожнее.. там..,,,Prind interferențe… de cineva sau ceva… ai grijă de tine… să nu te infecteze și pe tine…,Bir parazitlenme algılıyorum... birisi ya da bir şey sinyali bozuyor... dikkatli ol...,Estoy teniendo interferencias.. De alguien o algo.. Ten cuidado.. Ahí fuera..
UI_TUTORIAL_CLICK,Click anywhere to continue,クリックして続ける,点击任意位置继续,點擊任意位置繼續。,Clique em qualquer lugar para continuar,Click en cualquier lugar para continuar,,,"Кликни, чтобы продолжить",,,Click oriunde pentru a continua,Devam etmek için herhangi bir yere tıkla,Haz clic en cualquier lugar para continuar
UI_TUTORIAL_EXE_HINT,"You just picked up an EXE!\nEXEs are items with limited charges that can be seen in the EXE window on the bottom right.\nRight Click / Z to activate the EXE, some only works in combat!",EXEを入手しました！\nEXEは使用回数が限られたアイテムで、画面右下のEXEウィンドウから確認できます。\n右クリックか「Z」で発動可能。なお、戦闘中でしか使えないEXEもあります。,你刚拾取了一个应用程序文件！\n应用程序文件是有使用次数限制的物品，可以在右下角的应用程序文件窗口中查看。\n点击右键或按下 Z 键可激活应用程务文件，其中有些物品只能在战斗中使用！,你剛撿到了一個應用程式檔案！\n應用程式是有使用次數限制的道具，可在右下角的應用程式介面中查看。\n右鍵點擊或按下 Z 鍵可啟動，有些只能在戰鬥中使用！,"Você acabou de pegar um EXE!\nEXEs são itens com usos limitados que podem ser vistos na Janela EXE no canto inferior direito.\nBotão Direito / Z para ativar o EXE, alguns só funcionam em combate!",¡Has obtenido un EXE!\nEXEs son items con cargas limitadas que pueden verse en la pestaña 'EXE' en la parte inferior derecha.\nClick Derecho / Z para activar el EXE. ¡Algunos solo funcionarán en un combate!,,,"Вы подобрали EXE!\nEXE – это предметы с ограниченным числом зарядов. Их можно увидеть в окне EXE в правом нижнем углу экрана.\nНажмите ПКМ / Z, чтобы активировать EXE. Некоторые из них работают только в бою!",,,"Ai luat un EXE!\nEXE-urile sunt iteme cu încărcări limitate care poate fi vizualiat în fereastra EXE, în dreapta jos.\nClick dreapta / Z pentru a activa EXE-ul, unele merg doar în combat!","Bir EXE buldun!\nEXE’ler sınırlı kullanıma sahip eşyalar olup sağ alttaki EXE penceresinde görülebilir.\nSağ Tık / Z ile etkinleştir, bazıları yalnızca savaşta çalışır!",¡Has obtenido un EXE!\nLos EXE son objetos con cargas limitadas que pueden verse en la pestaña «EXE» en la parte inferior derecha.\nClic derecho / Z para activar el EXE. ¡Algunos solo funcionarán en combate!
UI_DATABASE_HEADER_1,Mods,MOD,模组,模組,Mods,Mods,,,Моды,,,Moduri,Modlar,Mods
UI_DATABASE_HEADER_2,EXEs,EXE,应用程序文件,應用程式檔案,EXEs,EXEs,,,EXE,,,EXE-uri,EXE’ler,EXE
UI_DATABASE_HEADER_3,Viruses,ウイルス,病毒,病毒,Vírus,Virus,,,Вирусы,,,Viruși,Virüsler,Virus
UI_DATABASE_HEADER_4,Drives,ドライブ,驱动器,磁碟機,Drives,Discos,,,Диски,,,Partiție,Sürücüler,Discos
UI_DATABASE_HEADER_5,Cursor Statistics,統計：カーソル,鼠标统计数据,滑鼠統計資料,Estatísticas do Cursor,Estadísticas del Cursor,,,Статистика курсора,,,Statistici Cursor,İmleç İstatistikleri,Estadísticas del cursor
UI_DATABASE_HEADER_6,Cosmetics,コスメティック,皮肤,皮膚,Cosméticos,Cosméticos,,,Украшения,,,Cosmetice,Kozmetikler,Cosméticos
UI_DATABASE_HEADER_7,Achievements,実績,成就,成就,Conquistas,Logros,,,Достижения,,,Realizări,Başarımlar,Logros
UI_DATABASE_HEADER_8,General Statistics,統計：全体,总体统计数据,總體統計資料,Estatísticas Gerais,Estadísticas Generales,,,Общая статистика,,,Statistici Generale,Genel İstatistikler,Estadísticas generales
UI_DATABASE_HEADER_9,Play History,プレイ記録,游玩历史记录,遊玩紀錄,Histórico de Jogo,Historial del Juego,,,История игр,,,Istoric Joc,Oynanış Geçmişi,Historial del juego
UI_DATABASE_MOD_DESC_UNDISCOVERED,This modifier has not been obtained yet.,このMODはまだ入手していません。,尚未获得此模组。,尚未獲得此模組。,Este modificador ainda não foi obtido.,No has obtenido este modificador todavía,,,Этот модификатор еще не получен.,,,Acest modificator nu a fost încă obținut.,Bu değiştirici henüz elde edilmedi.,No has obtenido este modificador todavía.
UI_DATABASE_EXE_DESC_UNDISCOVERED,This EXE has not been obtained yet.,このEXEはまだ入手していません。,尚未获得该可执行文件。,尚未獲得此執行檔。,Esse EXE ainda não foi obtido.,No has obtenido este exe todavía,,,Этот EXE еще не получен.,,,Acest EXE nu a fost încă obținut.,Bu EXE henüz elde edilmedi.,No has obtenido este EXE todavía.
